scorer,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker
bodyparts,paw_l,paw_l,paw_l,paw_r,paw_r,paw_r
coords,x,y,likelihood,x,y,likelihood
0,35.0196647644043,65.88457489013672,0.9997413754463196,44.26471328735352,73.9965591430664,0.9994139671325684
1,35.0196647644043,65.88457489013672,0.9997413754463196,44.26471328735352,73.9965591430664,0.9994139671325684
2,35.0196647644043,65.88457489013672,0.9997413754463196,44.26471328735352,73.9965591430664,0.9994139671325684
3,35.03073501586914,65.88214111328125,0.9997262358665466,44.27140808105469,73.99468231201172,0.999393880367279
4,35.03656768798828,65.88033294677734,0.9997182488441468,44.268985748291016,74.00308990478516,0.9993964433670044
5,35.044151306152344,65.89879608154297,0.999703288078308,44.24948501586914,74.0240249633789,0.9994381070137024
6,35.04996871948242,65.89801788330078,0.999694526195526,44.251991271972656,74.01988220214844,0.9994340538978576
7,35.05034637451172,65.8975830078125,0.9996941089630128,44.25509643554688,74.01988220214844,0.9994253516197203
8,35.056190490722656,65.89556884765625,0.9996853470802308,44.2606201171875,74.01667022705078,0.9994115233421326
9,35.06647491455078,65.8785400390625,0.999669313430786,44.25941467285156,74.00397491455078,0.9994252324104308
10,35.07655715942383,65.87865447998047,0.99965101480484,44.274845123291016,73.99806213378906,0.9993816614151
11,35.066768646240234,65.87583923339844,0.999667763710022,44.26707077026367,74.00172424316406,0.9994044899940492
12,35.08193588256836,65.86888885498047,0.9996405839920044,44.29639053344727,73.98648834228516,0.9993157982826232
13,35.06949996948242,65.88030242919922,0.9996628165245056,44.26074981689453,74.00434875488281,0.9994195103645324
14,35.07538986206055,65.87964630126953,0.9996525645256042,44.26297378540039,74.00519561767578,0.9994122982025146
15,35.072792053222656,65.88560485839844,0.9996556043624878,44.27449798583984,74.00018310546875,0.9993817806243896
16,35.0701789855957,65.88973236083984,0.9996604323387146,44.27307891845703,74.0041732788086,0.999380350112915
17,34.99396133422852,65.91450500488281,0.9997620582580566,44.255558013916016,74.00314331054688,0.999434530735016
18,34.99496078491211,65.82141876220703,0.9997689127922058,44.25508117675781,74.00006103515625,0.9994386434555054
