scorer,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker
8,206.4801,118.9841,0.9999,220.3089,140.3123,0.9975,230.7826,125.1982,0.9986,245.9824,145.3991,1.0000,252.4898,130.5672,0.9983,265.7192,152.0893,0.9994,220.6890,102.2264,0.9999,226.0661,128.3468,0.9994,243.0867,118.1346,0.9997,250.4942,134.8662,0.9994,264.4497,123.9316,0.9994,274.3138,139.1912,0.9991
9,206.4664,119.2332,0.9999,220.1867,140.4874,0.9783,230.7790,125.4096,0.9982,245.9681,145.6018,0.9999,252.4406,130.6328,0.9985,265.7465,152.1688,0.9992,220.6243,102.2933,1.0000,226.0945,128.3687,0.9993,243.0021,118.1686,0.9997,250.4229,134.9030,0.9995,264.1424,123.9284,0.9996,274.3031,139.0568,0.9993
10,206.5634,119.1401,0.9999,220.1586,140.5100,0.9793,230.8524,125.3435,0.9982,245.9880,145.5932,0.9999,252.4745,130.6689,0.9983,265.8495,152.2075,0.9989,220.6240,102.1883,0.9972,226.0487,128.3551,0.9993,243.0767,118.1912,0.9996,250.4547,134.9374,0.9994,264.3149,123.9927,0.9994,274.3985,139.1586,0.9989
11,206.5123,119.1418,0.9999,219.9641,140.5269,0.9826,230.8080,125.4018,0.9981,245.9384,145.5828,1.0000,252.3927,130.6451,0.9987,265.8453,152.1934,0.9990,220.5682,102.2093,0.9970,226.0654,128.3564,0.9993,242.9782,118.2054,0.9997,250.3679,134.9429,0.9995,264.0818,123.9638,0.9995,274.3455,139.1174,0.9991
12,206.5387,119.1980,0.9999,219.9523,140.3879,0.9840,230.7839,125.3910,0.9982,245.9128,145.4647,1.0000,252.4266,130.6088,0.9986,265.8697,152.1700,0.9991,220.4581,102.3235,1.0000,226.0463,128.3300,0.9994,242.9991,118.2019,0.9997,250.3076,134.9177,0.9997,264.1346,123.9544,0.9995,274.3137,139.1264,0.9992
13,206.4487,119.1309,0.9999,220.1207,140.3678,0.9800,230.7454,125.3211,0.9986,245.8574,145.3773,1.0000,252.3800,130.4679,0.9988,265.7972,152.1187,0.9993,220.4468,102.2497,1.0000,226.1287,128.3414,0.9994,242.9368,118.2274,0.9997,250.3560,134.8536,0.9996,263.9753,123.8995,0.9997,274.2274,139.0699,0.9994
14,206.4764,119.1573,0.9999,220.2170,140.3955,0.9765,230.8054,125.3800,0.9984,245.9044,145.3276,1.0000,252.2527,130.4865,0.9992,265.8574,152.0584,0.9994,220.4531,102.2241,1.0000,226.1535,128.3471,0.9994,242.9195,118.2406,0.9997,250.3632,134.8047,0.9997,263.8614,123.8722,0.9997,274.2273,138.9653,0.9995
15,206.4878,119.1882,0.9999,220.2757,140.4816,0.9957,230.7933,125.3998,0.9984,245.8877,145.3526,1.0000,252.1707,130.4444,0.9994,265.8170,152.0402,0.9995,220.3923,102.2184,1.0000,226.1536,128.3363,0.9994,242.8181,118.2769,0.9997,250.3414,134.8242,0.9997,263.7731,123.8268,0.9997,274.1671,138.9483,0.9995
16,206.4417,119.0299,0.9999,220.3146,140.4556,0.9957,230.8263,125.3984,0.9983,245.9737,145.3308,1.0000,252.1557,130.4180,0.9994,265.9434,152.0081,0.9995,220.4037,102.1925,0.9971,226.1928,128.2991,0.9995,242.9112,118.2842,0.9996,250.4015,134.8273,0.9996,263.8279,123.8033,0.9998,274.2243,139.0074,0.9994
17,206.6056,118.8575,0.9977,219.8113,140.3367,0.9842,230.7634,125.2104,0.9989,245.8921,145.1174,0.9982,252.0455,130.2616,0.9996,265.8259,151.8630,0.9997,220.3993,102.0730,0.9981,226.1227,128.1187,0.9997,242.7063,118.1810,0.9998,250.2410,134.7048,0.9998,263.6832,123.6483,0.9955,274.0918,138.8681,0.9996
18,206.6439,118.8943,0.9974,219.5758,140.2894,0.9869,230.7588,125.1812,0.9990,245.9303,145.1282,0.9981,251.9606,130.2112,0.9997,265.7106,151.8440,0.9998,220.4201,102.0496,0.9982,226.1613,128.0433,0.9998,242.6111,118.1833,0.9998,250.2589,134.6932,0.9998,263.6380,123.6116,0.9960,274.0647,138.7748,0.9997
19,206.5188,118.8652,0.9978,219.1326,140.2671,0.9915,230.6652,125.1257,0.9992,245.8387,145.1243,0.9981,251.8548,130.1878,0.9998,265.5893,151.8317,0.9998,220.3380,101.9605,0.9987,226.0953,128.0057,0.9998,242.4685,118.1990,0.9998,250.1893,134.7028,0.9998,263.5321,123.5983,0.9968,274.0305,138.7493,0.9997
20,206.6140,118.7615,0.9985,219.3799,140.3170,0.9888,230.7397,125.1054,0.9991,245.9080,145.1485,0.9978,251.8349,130.1933,0.9998,265.5681,151.8706,0.9997,220.2814,101.9825,0.9987,226.1316,127.9844,0.9998,242.5108,118.2369,0.9997,250.3025,134.7611,0.9997,263.5818,123.6573,0.9964,274.0763,138.7804,0.9996
21,206.6076,118.8538,0.9978,219.1995,140.5316,0.9874,230.6909,125.0595,0.9992,245.9723,145.2439,0.9971,251.9253,130.1816,0.9997,265.7987,151.8473,0.9997,220.4325,101.9944,0.9985,226.2498,128.0446,0.9997,242.5062,118.3074,0.9997,250.2879,134.8591,0.9997,263.5909,123.6814,0.9963,274.2163,138.7989,0.9995
22,206.5422,118.9834,0.9999,219.2013,140.6545,0.9845,230.7137,125.1461,0.9991,245.9527,145.2879,0.9968,252.0725,130.1462,0.9996,265.6769,151.8826,0.9997,220.2548,102.0084,0.9984,226.1768,128.1252,0.9997,242.4884,118.3173,0.9997,250.2592,134.8715,0.9997,263.4871,123.6395,0.9975,274.1148,138.7978,0.9996
23,206.4566,119.1309,0.9999,219.0018,140.8589,0.9787,230.7175,125.2885,0.9989,245.9568,145.4660,1.0000,252.0204,130.1758,0.9996,265.6013,152.0412,0.9994,220.1977,102.0059,0.9946,226.1581,128.1809,0.9996,242.3600,118.3955,0.9996,250.2018,134.9882,0.9997,263.3389,123.6324,0.9984,274.1105,138.8299,0.9996
24,206.4237,119.0163,0.9999,218.8332,140.7571,0.9828,230.6833,125.2228,0.9991,245.8398,145.3793,1.0000,251.9738,130.1252,0.9997,265.4253,152.0795,0.9980,220.1306,101.9511,0.9956,226.1112,128.1297,0.9997,242.3559,118.4153,0.9995,250.1632,134.9823,0.9998,263.2242,123.6500,0.9989,274.0034,138.8418,0.9997
25,206.2710,119.0739,1.0000,218.7124,140.8315,0.9790,230.6588,125.2099,0.9991,245.6360,145.4245,1.0000,251.9721,130.1844,0.9997,265.1466,152.2838,0.9995,220.2566,101.8113,0.9992,226.0925,128.1191,0.9997,242.2946,118.3426,0.9997,249.9693,135.1105,0.9997,263.0829,123.6556,0.9993,273.7400,139.1254,0.9997
26,206.2186,118.8088,0.9983,218.3538,140.6588,0.9417,230.5390,125.0508,0.9995,245.2852,145.3381,0.9996,251.7426,130.2753,0.9998,264.5726,152.4131,0.9999,220.2886,101.6828,0.9995,225.8286,128.1498,0.9997,242.2112,118.2872,0.9997,249.6749,135.0963,0.9998,262.7792,123.7047,0.9997,273.3851,139.2470,0.9996
27,206.0621,118.8115,0.9984,218.1923,140.8837,0.9409,230.3568,125.0994,0.9996,245.1728,145.3377,0.9997,251.6020,130.4122,0.9999,264.2739,152.4407,1.0000,220.1819,101.6381,0.9958,225.8792,128.1670,0.9996,242.0891,118.2977,0.9997,249.5672,135.1210,0.9998,262.5300,123.7070,0.9998,273.1143,139.3336,0.9994
28,206.1126,118.6847,0.9991,218.3473,141.0580,0.9241,230.3916,125.0804,0.9996,245.3683,145.4796,0.9994,251.7502,130.4878,0.9998,264.3539,152.5983,1.0000,220.1254,101.6497,0.9964,225.9489,128.1717,0.9996,242.1882,118.3756,0.9997,249.7733,135.1922,0.9997,262.4253,123.7451,0.9998,272.9575,139.4920,0.9989
29,205.8137,119.0259,1.0000,217.9115,141.5454,0.9600,230.3008,125.1476,0.9996,245.4212,145.7453,0.9993,251.7351,130.4854,0.9998,264.6204,152.7473,0.9999,220.1521,101.7939,0.9957,226.0769,128.2703,0.9994,242.1191,118.3991,0.9997,249.8723,135.3049,0.9996,262.5019,123.6602,0.9998,273.0159,139.5712,0.9985
30,205.6511,118.8993,0.9989,218.4468,142.2417,0.9728,230.2400,125.2054,0.9995,245.1252,146.0352,0.9996,251.6181,130.6420,0.9998,264.3895,152.8570,0.9999,220.2124,101.7254,0.9954,225.6985,128.1431,0.9996,241.9892,118.3298,0.9998,249.7219,135.4193,0.9992,262.1456,123.6330,0.9999,272.7624,139.5803,0.9967
31,205.4709,118.8345,0.9984,218.4066,142.3294,0.9739,230.0378,125.2555,0.9994,245.0818,146.0222,0.9997,251.5406,130.6286,0.9998,264.5656,152.8320,0.9999,220.1462,101.7668,0.9958,225.7162,128.2602,0.9994,241.9399,118.3689,0.9977,249.5609,135.3769,0.9994,261.9753,123.5214,0.9999,272.6632,139.4927,0.9977
32,205.1217,118.2184,0.9998,220.4047,141.4446,0.9993,229.6968,124.6898,0.9999,244.8789,145.1448,0.9990,251.9041,130.2979,0.9998,264.8273,152.2580,0.9979,220.1902,101.6389,0.9962,225.1766,128.3031,0.9989,242.3305,117.6366,1.0000,249.6711,134.6731,1.0000,262.1132,123.0959,1.0000,272.7225,138.7360,0.9989
33,205.9453,117.4268,0.9988,222.0615,140.9229,0.9976,230.1657,124.6474,0.9999,245.0367,145.7337,0.9998,251.6133,129.9614,0.9976,264.2145,151.7732,0.9996,220.0129,102.0709,0.9973,223.1326,129.0507,0.9996,242.7355,116.7397,0.9998,250.4849,135.1998,0.9990,262.4537,122.8168,0.9994,273.4400,138.6478,1.0000
34,206.8065,117.4608,0.9978,224.0431,141.7339,0.9998,231.2048,124.4715,1.0000,246.1191,146.1439,0.9998,252.5953,129.7212,0.9971,265.1295,151.5047,0.9988,219.8473,102.1825,0.9974,224.8205,128.7068,0.9998,243.8716,116.5865,0.9999,252.0669,135.3866,0.9988,263.3288,122.6896,0.9994,274.2111,138.4651,0.9999
35,207.0980,117.4242,0.9975,224.2609,141.3348,0.9999,231.4816,124.2273,0.9986,246.1574,145.8165,1.0000,253.0677,129.6574,0.9989,265.4888,151.1470,0.9966,219.7899,102.0185,0.9985,225.4099,128.2637,0.9984,244.3286,116.3566,0.9999,251.7749,135.0164,0.9997,263.5617,122.7057,0.9991,274.0558,137.9896,0.9995
36,207.2019,117.6366,0.9992,224.9422,141.9274,0.9994,231.5659,124.4349,0.9969,246.4159,145.9946,0.9999,253.0969,129.7350,0.9986,265.3944,151.1297,0.9979,219.8670,102.1321,0.9975,225.6438,128.5679,0.9959,244.2862,116.4434,0.9999,251.8604,135.1007,0.9996,263.4044,122.6656,0.9995,273.9926,137.9975,0.9995
37,207.2956,117.5206,0.9990,225.0356,141.9970,0.9992,231.5869,124.2716,0.9983,246.2993,145.7730,1.0000,253.0482,129.3476,0.9996,265.2036,150.7973,0.9958,219.9880,102.0423,0.9977,225.3083,128.2897,0.9984,244.2066,116.2654,1.0000,251.6368,134.8564,0.9999,263.2273,122.3319,0.9998,273.7336,137.6439,0.9999
38,207.1330,117.1383,0.9990,224.6448,141.8067,0.9996,231.4656,124.1721,0.9989,246.1546,145.7109,1.0000,252.9417,129.1472,0.9998,265.1229,150.7956,0.9958,220.1474,101.8581,0.9975,225.0690,128.0135,0.9993,244.2305,116.1146,0.9971,251.5559,134.7375,0.9999,263.1669,122.0805,0.9999,273.6923,137.6652,0.9999
39,206.9984,117.0956,0.9994,224.4530,142.0257,0.9993,231.3107,124.2209,0.9986,246.0233,145.8874,0.9999,252.6950,129.1685,0.9968,264.9889,150.8102,0.9954,220.2135,101.7421,0.9972,225.0179,127.9102,0.9993,244.1736,116.0894,0.9975,251.5122,134.8167,0.9999,262.9965,122.0891,0.9999,273.6039,137.6291,0.9999
40,207.1904,116.9305,0.9993,224.9530,142.0524,0.9990,231.4248,124.0684,0.9993,246.1998,145.7303,1.0000,252.6212,128.8997,0.9975,265.0262,150.6501,0.9967,220.1420,101.7202,0.9978,225.3636,127.8502,0.9983,244.1302,116.0574,0.9978,251.7530,134.6798,0.9999,262.8589,121.9099,1.0000,273.5007,137.4765,0.9999
41,207.0651,116.8821,0.9995,224.7568,141.9968,0.9993,231.3698,123.9854,0.9995,246.3239,145.6723,1.0000,252.6703,129.0003,0.9972,265.0805,150.7003,0.9962,220.2083,101.6812,0.9975,225.2689,127.9701,0.9986,244.0720,116.0572,0.9980,251.8522,134.7692,0.9998,262.9317,122.0104,1.0000,273.4958,137.6518,0.9999
42,206.9399,116.8455,0.9997,224.8286,142.0279,0.9992,231.3374,123.9971,0.9995,246.4799,145.6298,1.0000,252.6687,129.0159,0.9972,265.1550,150.5824,0.9970,220.2194,101.6702,0.9998,225.2450,127.7902,0.9988,243.9052,115.9588,0.9987,251.7834,134.7778,0.9998,262.9011,121.8899,1.0000,273.5786,137.7414,0.9998
43,206.9297,117.0211,0.9996,224.9575,141.9428,0.9994,231.4021,124.1124,0.9992,246.5047,145.5280,1.0000,252.7760,129.0250,0.9963,265.1287,150.6473,0.9969,220.1515,101.6549,0.9981,225.1935,127.7155,0.9990,243.8257,115.9059,0.9990,251.5575,134.6618,0.9999,262.9374,121.7117,0.9999,273.6990,137.7351,0.9998
44,206.5511,117.0614,0.9997,224.3963,142.0957,0.9991,231.2274,124.3502,0.9980,246.2107,145.5553,1.0000,252.2916,129.1477,0.9990,264.9181,150.7721,0.9965,220.0548,101.5726,0.9986,225.2258,127.8739,0.9989,243.3355,116.0280,0.9977,251.0272,134.8277,0.9967,262.7501,121.6701,0.9983,273.4800,138.0147,0.9993
45,206.0487,117.5647,1.0000,222.9027,142.3804,0.9970,230.8124,124.7617,0.9994,245.8803,145.9769,0.9999,251.8398,129.4549,0.9992,264.3067,151.1567,0.9999,220.0612,101.7335,0.9982,224.8384,128.2064,0.9990,242.9033,116.1900,0.9999,250.7206,135.2425,0.9977,262.4820,121.8585,1.0000,273.2549,138.4298,1.0000
46,205.8495,118.2114,1.0000,221.5390,142.8984,0.9989,230.3962,125.0815,0.9997,245.6209,146.2965,0.9997,251.3855,129.5992,0.9992,264.0871,151.4021,0.9999,220.1433,101.8511,0.9972,224.7824,128.2759,0.9984,242.6104,116.3757,0.9999,250.6730,135.3701,0.9971,262.4473,121.9277,1.0000,272.9173,138.6712,1.0000
47,205.5490,118.9330,0.9998,220.2658,143.6412,0.9972,230.0370,125.1745,0.9996,245.5860,146.3294,0.9980,251.2988,129.6047,0.9992,264.0724,151.7486,0.9997,220.4629,101.6127,0.9997,225.4545,127.8279,0.9964,242.6917,116.6605,0.9999,251.0302,135.1799,0.9966,262.4886,121.9986,1.0000,272.7938,138.6973,1.0000
48,205.5783,118.9660,0.9998,220.1887,144.2666,0.9950,229.9414,124.9328,0.9998,245.4755,146.2260,0.9986,251.1730,129.4279,0.9996,264.0295,151.8221,0.9996,220.9053,101.2518,0.9999,226.4531,127.4768,0.9996,242.4557,116.9159,0.9998,251.1782,135.1051,0.9997,262.4545,122.0129,1.0000,272.7550,138.7447,0.9983
49,205.6299,119.0127,0.9998,220.1284,144.8531,0.9946,230.1337,125.1536,0.9996,245.5486,146.4520,0.9977,251.3202,129.5730,0.9994,264.0088,152.0974,0.9990,220.7962,101.3120,0.9999,226.5852,127.4765,0.9994,242.3861,117.0771,0.9996,251.1917,135.2220,0.9996,262.5966,122.0580,0.9999,272.6299,138.9683,0.9987
50,205.6625,119.0797,0.9998,219.9589,145.0031,0.9952,230.1651,125.0774,0.9996,245.5290,146.2840,0.9982,251.2582,129.4294,0.9997,264.0499,151.9018,0.9995,220.8206,101.2053,0.9999,226.6146,127.2909,0.9993,242.2564,116.9810,0.9998,251.1756,135.0627,0.9998,262.4829,121.8858,1.0000,272.4560,138.7491,0.9993
51,205.7773,119.1707,1.0000,220.1059,145.2575,0.9910,230.3685,125.1705,0.9994,245.5980,146.3242,0.9995,251.3093,129.4738,0.9996,263.8973,152.0658,0.9991,220.7679,101.2274,0.9999,226.6418,127.2899,0.9993,242.2256,117.0296,0.9997,251.1526,135.0439,0.9998,262.4513,121.8573,1.0000,272.2313,138.7596,0.9996
52,205.8925,119.1812,1.0000,220.1816,145.3680,0.9963,230.4281,125.2024,0.9993,245.5213,146.3991,0.9980,251.2628,129.5452,0.9995,263.6236,152.2006,0.9973,220.8071,101.2732,0.9999,226.4863,127.2918,0.9995,242.1932,117.1083,0.9996,251.0998,135.0847,0.9998,262.3507,121.9597,1.0000,272.0177,138.8027,0.9998
53,206.0183,119.1964,1.0000,220.3247,145.5365,0.9999,230.5286,125.2822,0.9991,245.5992,146.4210,0.9993,251.4005,129.5224,0.9995,263.5962,152.2151,0.9975,220.9535,101.2497,0.9998,226.4975,127.3048,0.9995,242.1657,117.1954,0.9994,251.1854,135.0261,0.9999,262.2509,121.9320,1.0000,271.8351,138.8182,0.9998
54,206.1718,119.3104,1.0000,220.4292,145.7357,0.9998,230.6714,125.3930,0.9986,245.6956,146.4688,0.9992,251.4350,129.5718,0.9995,263.6578,152.1948,0.9974,221.0684,101.2324,0.9998,226.4841,127.3698,0.9994,242.2147,117.2681,0.9992,251.2557,135.0667,0.9998,262.3514,121.8887,1.0000,271.8064,138.8371,0.9998
55,206.4112,119.2606,1.0000,220.3252,145.8111,0.9998,230.6896,125.4936,0.9983,245.5729,146.6439,0.9968,251.3662,129.6477,0.9993,263.4610,152.2172,0.9980,221.1059,101.2566,0.9997,226.1364,127.4549,0.9997,242.1389,117.4220,0.9985,251.1067,135.1919,0.9997,262.0791,122.0086,1.0000,271.7199,138.8859,0.9998
56,206.9397,119.1988,0.9999,220.4577,145.9060,0.9998,230.9154,125.6020,0.9975,245.6295,146.6979,0.9980,251.2558,129.7357,0.9991,263.2720,152.2943,0.9998,221.2624,101.1293,0.9996,225.7339,127.4252,0.9999,241.9752,117.5182,1.0000,251.0334,135.1764,0.9997,261.9358,121.9228,1.0000,271.5300,138.8712,0.9998
57,207.1235,118.9629,0.9999,220.6944,145.4959,0.9999,230.9029,125.5242,0.9979,245.5272,146.6787,0.9971,251.1236,129.6435,0.9993,263.0701,152.2965,0.9999,221.3746,100.8974,0.9995,225.2369,127.3519,0.9977,241.7170,117.3990,0.9977,250.6125,135.1104,0.9993,261.6721,121.6101,0.9973,271.3259,138.8939,0.9998
58,207.5174,118.5919,0.9994,221.2654,145.4366,0.9999,231.1499,125.2884,0.9996,245.6024,146.5172,0.9992,251.2154,129.5567,0.9995,263.2029,152.2454,0.9975,221.4416,100.7985,0.9952,225.2883,126.9466,0.9958,241.6876,117.4091,0.9978,250.6416,134.8835,0.9994,261.5788,121.4909,0.9982,271.3849,138.7199,0.9999
59,207.5679,118.4056,0.9999,222.5167,144.6581,0.9997,231.2866,125.2100,0.9998,245.5791,146.4494,0.9979,251.3888,129.5524,0.9993,263.3539,152.4389,0.9994,221.0338,100.9208,0.9998,224.2912,126.7266,0.9994,241.7664,117.3771,0.9975,250.4364,134.9593,0.9994,261.8966,121.4495,0.9962,271.6407,138.9775,0.9997
60,207.5973,118.3129,0.9999,222.7524,144.4569,0.9998,231.2883,124.8586,1.0000,245.5520,146.3520,0.9981,251.3849,129.4396,0.9995,262.9956,152.0067,0.9989,221.1035,100.5321,0.9985,223.9315,125.9591,0.9999,241.8900,117.5404,0.9981,250.4964,135.0815,0.9993,261.9794,121.6882,1.0000,271.5865,138.4815,1.0000
61,207.8067,118.8906,0.9986,223.6600,145.3126,0.9923,231.2192,124.9883,0.9999,246.0265,146.8139,1.0000,251.1187,129.5149,0.9993,263.2699,152.2199,0.9976,221.0231,100.0322,0.9997,225.5012,126.3332,0.9964,241.9249,117.9563,0.9980,250.9529,135.6310,0.9983,261.9301,121.9525,1.0000,272.1512,138.9771,0.9997
62,207.1760,119.5131,0.9996,223.3254,146.1996,0.9987,231.1945,125.1629,0.9998,246.4828,147.0365,0.9999,251.3726,129.7909,0.9982,263.7964,152.4600,1.0000,220.5416,100.4607,0.9989,224.7994,127.3247,0.9994,242.0851,118.0396,0.9999,250.9928,135.7274,0.9983,262.1171,121.9706,1.0000,272.6431,139.1341,0.9989
63,207.3049,119.5839,0.9996,223.4936,146.8078,0.9994,231.4035,125.2571,0.9997,246.5883,147.3160,0.9998,251.5038,129.9173,0.9969,263.8925,152.2139,0.9972,220.8718,100.8057,0.9955,224.3809,127.8845,0.9995,242.3143,118.1290,0.9999,251.2831,136.0547,1.0000,262.3086,122.0335,0.9999,272.5191,139.2323,0.9991
64,207.0092,119.4315,0.9998,223.8601,146.6116,0.9962,231.1379,125.2763,0.9996,246.2968,147.2215,0.9999,251.1990,129.9244,0.9969,263.5897,151.9518,0.9980,220.8016,100.8455,0.9999,224.6428,128.1923,0.9985,242.1197,118.1259,0.9999,251.1318,136.0703,1.0000,261.9881,121.9773,1.0000,272.3889,139.1147,0.9995
65,207.2104,119.4950,0.9997,223.9899,146.5080,0.9973,231.0615,125.2346,0.9973,246.0759,147.2529,0.9999,251.1199,129.9162,0.9969,263.3071,151.9651,0.9985,220.8833,100.6144,0.9975,224.9756,128.2573,0.9979,241.9543,118.1544,0.9976,250.7786,136.0771,0.9993,261.6143,121.8920,0.9991,271.8321,138.9847,0.9998
66,206.5413,119.2523,1.0000,223.6649,146.5488,0.9958,230.5851,125.1927,0.9992,245.5222,147.6225,0.9977,250.7773,130.0558,0.9985,263.0580,152.5832,0.9998,220.0518,100.5022,0.9982,223.7472,128.3062,0.9955,241.4595,118.3194,0.9993,250.3149,136.3420,0.9998,261.2571,122.0925,0.9997,271.4758,139.1707,0.9996
67,206.0571,118.9443,1.0000,223.3318,146.5727,0.9963,230.1151,125.1656,0.9996,245.3052,147.5431,0.9988,250.5211,130.0791,0.9993,262.8569,152.5130,0.9999,219.5219,100.7046,0.9977,222.9970,128.2212,0.9988,241.1649,118.3562,0.9996,249.9239,136.3503,0.9999,260.9799,122.0762,0.9998,270.8315,139.0683,0.9987
68,205.9902,118.8773,0.9988,223.6159,146.4077,0.9970,230.0610,125.0491,0.9997,245.3726,147.3484,0.9986,250.5868,129.9702,0.9950,262.8356,152.3289,0.9999,219.3522,100.7007,0.9977,223.0168,128.2222,0.9988,241.0387,118.3062,0.9997,249.9205,136.2588,0.9999,260.9892,121.9477,0.9999,270.5245,139.0044,0.9994
69,206.1385,118.8978,0.9985,223.7062,146.3226,0.9969,229.9702,124.9973,0.9997,245.5872,147.1702,0.9978,250.6637,129.9362,0.9957,262.7173,152.0895,0.9968,219.5576,100.5953,0.9985,223.1506,127.9476,0.9991,241.1932,118.1781,0.9997,250.0673,136.1651,0.9999,261.1504,122.0033,0.9997,270.2578,138.8574,0.9998
70,206.4364,118.9006,1.0000,224.2447,145.7835,0.9998,229.9046,124.7841,0.9997,245.8402,146.7499,1.0000,250.7191,129.5573,0.9980,262.8227,151.7780,0.9989,220.0217,100.3182,0.9989,223.8688,127.8776,0.9997,241.4314,117.9783,0.9994,250.1245,135.8578,0.9999,261.2028,121.9048,0.9996,270.5114,138.3481,0.9968
