scorer,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker
bodyparts,L1A,L1A,L1A,L1B,L1B,L1B,L2A,L2A,L2A,L2B,L2B,L2B,L3A,L3A,L3A,L3B,L3B,L3B,R1A,R1A,R1A,R1B,R1B,R1B,R2A,R2A,R2A,R2B,R2B,R2B,R3A,R3A,R3A,R3B,R3B,R3B
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
60,191.1492,159.6984,0.9999,203.4891,199.0081,0.9994,213.7822,172.9051,0.9994,231.1258,206.5603,0.9998,239.9204,184.2522,0.9990,250.3006,218.0176,0.9998,225.8617,151.4044,0.9994,226.1963,187.8260,0.9999,237.0710,173.6626,0.9998,243.6463,200.3344,0.9994,256.2312,182.0448,0.9997,264.8759,211.3156,0.9930
61,190.6990,161.0204,0.9980,203.2804,199.4996,0.9976,213.6945,174.5596,0.9996,230.5662,207.5374,0.9998,239.8609,185.7027,0.9992,249.8898,218.2312,0.9997,224.7838,152.2987,0.9998,224.1080,187.5113,1.0000,236.8859,174.2437,0.9994,242.7280,200.9893,0.9990,256.4026,182.5717,0.9995,264.5991,211.2408,0.9940
62,191.9739,160.8019,0.9977,204.6615,200.8860,0.9992,213.1803,174.4815,0.9991,231.7901,208.7026,0.9980,239.7235,184.9333,0.9990,250.4528,219.1585,0.9996,225.6320,152.0145,0.9956,227.7812,190.3230,0.9988,237.5052,174.0427,0.9995,244.6314,202.4265,0.9997,256.2063,182.4493,0.9997,265.7719,211.6721,0.9846
63,192.2389,160.8323,0.9975,204.7545,201.3653,0.9995,213.4075,174.5332,0.9984,232.4251,209.1236,0.9998,239.1842,184.9582,0.9993,250.7626,219.7796,0.9998,225.9485,151.6207,0.9990,228.3491,190.8097,1.0000,238.1360,174.2892,0.9975,245.3653,202.8708,0.9984,256.5887,182.5174,0.9990,266.7461,212.4024,0.9977
64,192.2846,160.3930,0.9994,204.8653,201.0936,0.9980,213.3111,173.9593,0.9991,232.4129,209.0651,0.9998,238.4828,184.3398,0.9999,250.9590,220.2874,0.9993,225.7326,151.4670,0.9979,228.1380,190.7189,0.9981,238.0109,174.0939,0.9983,245.7455,202.9653,0.9976,256.7474,182.4852,0.9983,267.2717,213.2372,0.9945
65,192.4055,160.1494,0.9996,204.7711,200.8410,0.9987,213.2667,173.6263,0.9993,232.3111,208.7106,1.0000,237.9999,184.1394,0.9982,250.7876,219.7092,0.9999,225.6079,151.4815,0.9980,228.2574,190.6392,0.9986,237.8212,174.1809,0.9989,245.8547,203.0880,0.9995,256.8073,182.9875,0.9999,268.2265,213.2818,0.9955
66,192.2506,159.7191,0.9998,205.2706,200.4389,0.9998,213.4710,173.2350,1.0000,232.3243,208.0802,0.9984,237.5823,183.8575,0.9994,250.3603,219.0337,0.9998,225.7177,151.4420,0.9971,228.5208,190.8981,1.0000,237.9919,174.1797,0.9982,246.1545,203.3309,0.9991,257.1717,183.0182,0.9999,269.4217,212.9711,0.9989
67,191.9518,159.5208,0.9999,205.3491,200.2412,0.9999,213.7082,173.2049,1.0000,232.2135,208.1386,0.9982,236.7310,183.7990,0.9999,250.1828,218.8645,0.9999,225.5408,152.0332,0.9946,228.5452,191.2728,1.0000,237.6728,174.0600,0.9993,246.1942,203.5248,0.9990,257.0451,182.8260,0.9999,270.1097,213.1894,0.9982
68,191.7381,159.4595,1.0000,205.5862,200.2225,0.9999,213.8713,173.1498,1.0000,232.2618,207.7279,0.9995,236.5248,183.7039,1.0000,250.2597,218.5322,0.9989,225.5360,152.1810,0.9986,228.7095,191.1651,1.0000,237.6947,173.9166,0.9994,246.3254,203.0564,0.9984,257.1323,182.6136,1.0000,270.1564,212.5471,0.9996
69,191.6169,159.4940,1.0000,205.3364,200.1182,0.9999,213.9476,173.2699,1.0000,232.3341,207.7701,0.9994,236.7021,183.9245,0.9999,250.1753,218.9170,0.9999,225.4866,152.4007,0.9989,228.3451,190.8578,1.0000,237.5705,173.6000,0.9996,246.3634,203.0890,0.9980,257.3253,182.6541,0.9999,269.7924,212.3209,0.9998
70,191.6832,159.6280,0.9999,205.1908,199.9680,0.9978,213.8466,173.4275,1.0000,232.3460,207.6275,0.9995,236.6701,184.1001,0.9999,249.8577,218.8297,0.9976,225.4248,152.6045,0.9990,228.1526,190.6547,0.9979,237.5244,173.5375,0.9996,246.2759,202.9951,0.9959,257.3159,182.6000,0.9999,269.9745,212.1123,0.9998
71,191.7823,159.7677,0.9999,204.2428,199.0872,0.9990,213.4445,172.9755,0.9977,232.0011,207.0789,0.9972,236.9376,184.0887,0.9999,249.3333,218.1005,0.9998,225.5473,152.6767,0.9987,226.8118,189.5260,0.9998,237.4227,173.1113,0.9976,246.0242,202.2606,0.9989,257.3588,182.4785,0.9999,269.7087,211.4830,0.9976
72,191.5961,159.6698,0.9999,204.0421,198.2851,0.9998,213.6471,172.7283,0.9996,232.1930,206.5614,1.0000,237.1535,184.0137,0.9998,249.7892,217.4387,1.0000,225.3914,152.6607,0.9991,225.7217,188.3395,0.9965,237.0946,172.8764,0.9988,246.0474,201.2496,0.9963,257.6046,182.2850,0.9999,269.8733,210.1745,0.9999
73,191.5660,159.1650,1.0000,205.4534,198.2757,0.9999,213.8640,172.2127,0.9999,233.3608,206.0540,0.9992,237.3077,183.3797,0.9988,250.7843,216.8061,0.9993,225.9648,151.7020,0.9985,227.7107,189.2482,0.9982,237.8233,173.0379,0.9970,247.3721,201.3831,0.9998,258.4780,182.1800,0.9985,271.2528,209.9539,0.9971
74,191.2135,159.2031,1.0000,206.4355,198.1338,0.9998,214.1029,172.3508,0.9999,234.3875,205.9455,0.9997,237.7547,183.3801,0.9981,252.0278,216.5929,0.9996,226.0639,151.3296,0.9995,228.0378,189.4333,1.0000,238.3752,172.9706,0.9982,248.3367,201.9380,0.9974,259.3307,182.0482,0.9999,272.0118,210.1616,1.0000
75,191.2080,159.4195,1.0000,206.6502,198.1830,0.9996,214.0249,172.4843,0.9998,234.6614,206.0127,0.9997,237.9066,183.5877,0.9964,252.3901,216.6300,0.9994,226.3045,151.4227,0.9994,227.8772,189.3188,0.9980,238.3231,173.0108,0.9978,248.3313,202.1682,0.9974,259.5862,182.1263,0.9999,272.3577,210.5136,0.9999
76,191.1252,159.7106,1.0000,206.8470,198.3831,0.9992,213.8779,172.8141,0.9994,235.0211,206.0668,0.9996,238.0577,183.7831,0.9977,252.4375,216.3689,0.9994,226.4290,151.4784,0.9994,227.8622,189.1712,0.9980,238.3568,173.2073,1.0000,248.3663,202.1303,0.9973,259.5286,182.1516,0.9999,272.5580,210.4570,0.9998
77,191.2127,160.0268,0.9999,206.8331,198.7111,0.9991,213.7448,172.9794,0.9989,235.0064,206.1193,0.9995,238.2676,183.9525,1.0000,252.4255,216.3849,0.9994,226.4536,151.5319,0.9993,227.6669,189.1588,0.9988,238.4363,173.3014,0.9999,248.1130,201.9039,0.9985,259.4125,182.0164,0.9999,272.6071,210.2099,0.9998
78,191.2991,160.1175,0.9998,206.6861,198.7348,0.9993,213.7248,172.9996,0.9988,235.0952,206.0089,0.9996,238.5989,183.9116,0.9999,252.5243,216.2850,0.9993,226.5644,151.5431,0.9992,227.5126,189.0420,0.9991,238.6201,173.1466,0.9999,248.1221,201.6460,0.9984,259.4757,181.7901,0.9989,272.8406,210.0594,0.9996
79,191.3609,160.1522,0.9998,206.5352,198.6552,0.9995,213.6491,173.0742,0.9984,235.0466,206.0118,0.9996,238.5518,183.8542,1.0000,252.5084,216.3408,0.9992,226.5758,151.6284,0.9989,227.5197,189.0314,0.9989,238.6148,173.1382,0.9960,248.1140,201.5687,0.9984,259.4778,181.6817,0.9993,272.9521,210.0891,0.9995
80,191.2864,160.0587,0.9999,206.4187,198.6329,0.9995,213.5352,173.0980,0.9983,234.6254,206.2007,0.9993,238.3089,183.7021,1.0000,252.2547,217.0700,0.9976,226.7345,151.7787,0.9983,227.6140,189.1086,0.9981,238.5599,172.9862,0.9975,247.7195,201.4356,0.9994,259.0257,181.4480,0.9997,272.7597,210.1507,0.9996
81,191.3527,160.0134,0.9999,206.6714,198.4065,0.9994,213.7121,172.9777,0.9988,234.4357,206.1895,0.9992,238.6244,183.5322,0.9984,252.4460,217.6359,0.9993,226.6917,151.7786,0.9981,227.3997,189.3190,0.9990,238.4724,172.7911,0.9986,247.2577,201.1062,0.9978,258.8788,181.2535,0.9999,272.5278,210.0409,0.9974
82,191.7030,159.9732,0.9999,206.8817,198.1536,0.9991,213.9258,173.0105,0.9986,235.0046,206.3760,0.9981,239.0809,183.4419,0.9988,252.7283,218.0670,0.9998,226.8102,151.7827,0.9980,227.4148,189.6116,0.9986,238.9073,172.7632,0.9988,247.3578,201.4531,0.9998,258.8206,181.0942,0.9963,272.5175,210.3210,0.9998
83,191.9895,159.9219,0.9998,207.1039,197.8533,0.9985,214.1018,173.0263,0.9984,235.3260,206.1310,0.9990,239.2010,183.2227,0.9993,253.2750,217.9695,0.9998,226.7852,151.6731,0.9985,227.5551,189.7044,0.9981,239.2295,172.6358,0.9989,247.6447,201.2154,0.9961,259.0186,180.8158,0.9999,273.0746,210.1244,0.9989
84,191.9027,159.6847,0.9999,207.4336,197.5543,0.9991,214.2902,172.9165,0.9989,235.3638,206.1581,0.9989,239.1933,183.0671,0.9996,253.1586,217.9460,0.9998,226.6215,151.5614,0.9988,227.6581,189.8622,0.9972,239.3480,172.6452,0.9988,247.7860,201.1259,0.9964,258.9169,180.7934,0.9999,273.2964,209.8344,0.9978
85,191.8326,159.7820,0.9999,207.4485,197.6035,0.9989,214.1255,172.9403,0.9989,235.5312,206.1268,0.9988,239.4231,183.0378,0.9995,253.6273,217.4782,0.9999,226.5620,151.4671,0.9990,227.6406,190.1021,0.9974,239.4101,172.7441,0.9984,247.7778,201.0227,0.9971,258.8314,180.7190,0.9955,273.4235,209.6662,0.9988
86,191.7448,159.7724,0.9999,207.5253,197.5450,0.9993,214.1558,172.9613,0.9989,235.5959,206.1309,0.9986,239.5156,183.0220,0.9994,253.6335,217.5409,0.9999,226.5731,151.3596,0.9992,227.6794,190.2173,0.9969,239.5605,172.7781,0.9980,247.8053,200.9483,0.9974,258.9138,180.8085,0.9999,273.6046,209.3715,0.9994
87,191.7987,159.7590,0.9999,207.5520,197.6415,0.9991,214.1671,172.9452,0.9989,235.8449,206.3117,0.9973,239.7865,182.9523,0.9990,253.5854,217.8252,0.9999,226.7120,151.2867,0.9992,227.8391,190.4261,0.9946,239.9690,172.8249,0.9963,248.1103,201.0619,0.9953,259.1479,180.7330,0.9999,274.0482,209.3865,0.9994
88,191.8907,159.7196,0.9999,207.9349,197.9170,1.0000,214.2998,172.9422,0.9988,236.0552,206.1862,0.9967,240.0270,182.8523,0.9983,253.8126,217.9118,0.9998,226.9390,151.0408,0.9993,228.2602,190.3251,0.9990,240.2579,172.8136,0.9939,248.4363,200.8374,0.9935,259.4102,180.6411,0.9999,274.2935,209.3762,0.9993
89,191.8942,159.7037,0.9999,208.2219,198.4370,0.9999,214.2013,172.9532,0.9988,235.9374,206.2128,0.9974,240.2424,182.8578,0.9972,253.9528,217.9866,0.9998,226.8545,150.6501,0.9996,228.1483,189.9256,0.9997,240.3093,172.6574,0.9989,248.5044,200.6885,0.9930,259.6233,180.4767,0.9998,274.0235,209.5578,0.9987
90,191.8854,159.6460,0.9999,208.4426,198.7196,0.9998,214.1271,172.9741,0.9987,235.9133,206.3676,0.9970,240.5692,182.9699,0.9998,253.8198,218.3245,0.9997,226.9127,150.3489,0.9996,227.8449,189.6655,0.9954,240.2579,172.5197,0.9942,248.2923,200.8710,0.9949,259.7328,180.4507,0.9998,273.3766,209.9012,0.9966
91,191.9912,159.6740,0.9999,208.4729,198.8652,0.9997,213.9944,173.2396,1.0000,235.6276,206.4535,0.9974,240.4480,183.0932,0.9996,253.6347,218.6502,0.9993,227.0835,150.2851,0.9952,227.8893,189.6951,0.9956,240.1248,172.7824,0.9949,248.1080,200.8203,0.9968,259.6247,180.6002,0.9999,272.9507,210.2440,0.9993
92,191.9395,159.6875,0.9999,208.3523,198.8053,0.9998,213.9370,173.3411,1.0000,235.4393,206.1876,0.9988,240.3215,183.0084,0.9997,253.7162,218.3349,0.9998,226.9664,150.0953,0.9974,227.7837,189.5494,0.9968,239.6392,172.8137,0.9972,247.8264,200.4380,0.9989,259.3787,180.4865,0.9999,272.5925,209.9677,0.9940
93,192.0174,159.9621,0.9998,208.5552,199.2899,0.9992,213.9401,173.6862,1.0000,235.2096,206.4203,0.9982,240.2433,183.1476,0.9969,254.0075,218.4961,0.9996,226.6161,149.8650,0.9988,227.7162,189.5757,0.9982,238.9087,173.0160,0.9966,247.3947,200.3246,0.9996,259.0739,180.4075,1.0000,272.0297,209.5176,0.9973
94,192.0940,160.2775,0.9996,208.7199,199.5713,0.9998,213.9758,174.0763,0.9999,234.8286,206.9919,0.9999,239.9722,183.4193,0.9974,253.7719,219.3774,1.0000,226.5178,149.7739,0.9991,227.9529,189.7933,0.9999,238.5378,173.4152,0.9999,246.9270,200.5795,0.9996,258.6114,180.6686,0.9977,271.3778,209.7529,0.9915
95,192.2460,160.6656,0.9986,209.0403,199.7293,0.9994,214.2180,174.3372,0.9998,234.7437,206.9872,1.0000,239.9299,183.4875,0.9973,252.8329,219.0061,1.0000,226.3168,149.6086,0.9995,228.1824,190.0224,0.9998,238.5614,173.4992,0.9999,246.7576,200.4751,0.9998,258.3582,180.6945,0.9988,270.9175,208.4017,0.9981
96,192.3750,160.8501,0.9997,209.3295,199.4841,0.9975,214.5676,174.3163,0.9997,234.6031,207.1195,1.0000,239.9162,183.4327,0.9976,252.4132,219.1099,0.9997,226.2314,149.5311,0.9996,228.2638,190.0519,0.9998,238.7296,173.4503,0.9999,246.5961,200.6406,0.9996,258.2860,180.6843,0.9991,270.8470,208.3936,0.9982
97,192.5692,160.9370,0.9995,209.2458,199.5423,0.9990,214.5948,174.6948,0.9992,234.3506,207.4060,0.9999,239.8073,183.7605,0.9993,251.5025,219.0654,1.0000,226.1469,149.3530,0.9998,228.0278,190.2006,0.9997,238.8687,173.7100,0.9998,246.3715,200.9027,0.9956,258.3207,181.0057,0.9992,270.3907,207.6462,0.9966
98,192.6371,160.8295,0.9970,208.9822,199.3353,0.9990,214.5398,174.7287,0.9991,234.2494,207.3304,0.9999,239.5542,183.8416,0.9996,250.7742,218.6909,0.9989,226.2029,149.4174,0.9997,227.7967,190.1263,0.9988,238.6775,173.9666,0.9998,246.2968,201.3009,0.9971,258.1932,181.4270,0.9992,269.7978,207.3751,0.9988
99,192.6128,160.8273,0.9971,209.0667,199.2631,0.9990,214.6071,174.6569,0.9993,234.4514,207.2123,1.0000,239.4967,183.7714,0.9997,251.1327,218.3445,0.9996,226.1341,149.5571,0.9996,227.8200,190.1345,0.9988,238.7375,173.9364,0.9998,246.5281,201.5086,1.0000,258.2333,181.4879,0.9991,269.9339,207.7808,0.9971
100,192.5981,160.8708,0.9994,209.0546,199.3328,0.9987,214.6658,174.6581,0.9993,234.4877,207.3249,0.9999,239.4513,183.8399,0.9997,251.2001,218.3835,0.9995,226.1254,149.7727,0.9992,227.9129,190.2490,0.9997,238.7805,174.0424,0.9997,246.6317,201.7481,0.9999,258.3290,181.6788,0.9986,270.2317,208.2323,0.9913
101,192.7309,160.9023,0.9990,209.2975,199.3050,0.9981,214.8185,174.5177,0.9995,234.7702,207.2931,0.9999,239.6382,183.9012,0.9996,251.6027,218.3987,0.9995,226.1702,149.8718,0.9989,228.2089,190.3289,0.9996,239.0035,174.0112,0.9997,247.0431,201.6622,0.9999,258.5148,181.6598,0.9984,270.1605,208.2978,0.9907
102,192.7015,161.0555,0.9991,209.1450,199.3422,0.9984,214.8339,174.5244,0.9995,234.7992,207.3513,0.9999,239.6041,183.9293,0.9996,251.5589,218.3130,0.9997,226.2044,150.0967,0.9976,228.4187,190.4456,0.9993,238.9612,174.1358,0.9996,247.1423,201.6751,0.9998,258.5786,181.7242,0.9980,270.2302,208.2175,0.9926
103,192.6856,161.0527,0.9991,208.9515,199.3091,0.9989,214.7861,174.4487,0.9996,234.6544,207.4125,0.9999,239.4597,183.9367,0.9997,251.1577,218.3174,0.9997,226.1884,150.1847,0.9969,228.4207,190.5399,0.9991,238.9821,174.1841,0.9996,247.1684,201.9053,0.9997,258.5742,181.8683,0.9976,269.9327,208.2961,0.9919
104,192.7464,161.3286,0.9990,208.8461,199.3597,0.9988,214.7180,174.3891,0.9997,234.5936,207.4038,0.9999,239.3371,183.9710,0.9998,250.7319,218.2443,0.9998,226.1213,150.4748,0.9999,228.5512,190.5274,0.9991,239.0063,174.2128,0.9995,247.2086,201.9473,0.9996,258.6059,181.9327,0.9972,269.8468,208.1694,0.9946
105,192.9213,161.4458,0.9999,208.6875,199.4250,0.9987,214.7534,174.3191,0.9998,234.5675,207.5477,0.9999,239.3019,183.9716,0.9998,250.3824,218.1486,0.9992,226.1120,150.4834,0.9999,228.5256,190.4563,0.9992,239.0604,174.1928,0.9995,247.0780,202.4065,0.9994,258.6678,181.8915,0.9973,269.7591,208.4623,0.9999
106,192.9433,161.6516,0.9999,208.5860,199.4970,0.9985,214.7148,174.4097,0.9997,234.4187,207.7670,0.9997,239.1250,184.1117,0.9999,250.3360,218.4591,0.9990,226.0369,150.7083,0.9999,228.3545,190.6282,0.9987,238.8248,174.3614,0.9994,246.7728,202.7311,0.9988,258.5754,182.1418,0.9990,269.7155,208.8282,0.9997
107,192.9407,161.8543,0.9998,208.2099,199.4814,0.9989,214.6372,174.6095,0.9995,234.1487,207.9818,0.9995,238.9701,184.3335,0.9999,250.0184,218.6343,0.9990,226.0553,150.8508,0.9999,228.2296,190.7619,1.0000,238.6253,174.6013,0.9988,246.5105,202.9474,0.9980,258.5721,182.4873,0.9990,269.5891,209.0015,0.9996
108,192.9287,161.7105,0.9999,208.1546,199.2693,0.9995,214.6845,174.6420,0.9994,233.9788,207.9030,0.9988,238.8107,184.3443,0.9999,249.9715,218.5332,0.9993,226.0982,150.8653,0.9998,227.9781,190.6306,0.9989,238.4363,174.6374,0.9987,246.2427,202.9154,0.9953,258.4274,182.5892,0.9994,269.6244,209.3197,0.9989
109,193.2908,161.6672,0.9999,208.0641,198.7850,0.9999,214.9137,174.4833,0.9997,234.0297,207.7252,0.9987,238.8403,184.1245,0.9999,250.3300,218.5706,0.9988,226.3590,150.6888,0.9999,227.8454,190.4280,0.9985,238.3521,174.3920,0.9994,246.0341,202.8918,0.9970,258.3504,182.4488,0.9995,269.7502,209.8354,0.9936
110,193.5147,161.9307,0.9997,207.9033,198.4056,1.0000,215.2563,174.5079,0.9994,234.0486,207.5467,0.9987,239.2256,184.2307,0.9998,250.5145,218.6913,0.9981,226.5248,150.7850,0.9998,227.6230,189.9397,0.9994,238.5085,174.1757,0.9997,245.8124,202.5975,0.9988,258.3256,182.3946,0.9994,269.9669,209.9555,0.9896
111,193.8181,162.0310,0.9995,208.3849,198.5879,0.9999,215.4170,174.6667,0.9990,234.1484,207.6433,0.9999,239.3682,184.4354,0.9997,250.5438,218.8152,0.9977,226.6374,150.9004,0.9998,227.7002,189.8712,0.9993,238.6119,174.1805,0.9997,245.8857,202.6777,0.9985,258.5183,182.4359,0.9989,270.3896,210.2736,0.9992
112,194.1652,161.9054,0.9996,208.9057,198.4925,0.9996,215.4288,174.6557,0.9989,234.2292,207.5495,0.9999,239.4433,184.3678,0.9997,250.5402,218.5732,0.9985,226.6616,151.1623,0.9996,227.7733,189.5877,0.9991,238.7882,174.0276,0.9998,246.0851,202.3074,0.9986,258.5482,182.3179,0.9990,270.5123,210.1562,0.9992
113,194.3733,161.7680,0.9997,209.1109,198.5490,0.9992,215.3540,174.7684,0.9988,234.2578,207.4674,0.9999,239.3659,184.6051,0.9996,250.2581,218.3412,0.9994,226.4044,151.0778,0.9998,227.5988,189.3447,0.9994,238.8284,173.9510,0.9998,246.2644,202.1627,0.9980,258.4775,182.3312,0.9992,270.1374,210.5321,0.9995
114,194.2755,161.7097,0.9998,209.4713,199.0995,0.9996,215.2357,174.9475,0.9997,234.4889,207.5214,0.9999,239.2913,184.7281,0.9995,250.0948,218.0962,0.9997,226.1930,151.4838,0.9993,227.5213,189.4199,0.9996,238.7498,173.9207,0.9999,246.6179,201.8450,1.0000,258.1485,182.4189,0.9996,270.2151,210.6884,0.9995
115,193.6742,161.1006,1.0000,208.2337,198.7771,0.9997,214.8563,174.3476,0.9997,233.7423,207.2075,0.9996,238.9460,184.3296,0.9998,249.5203,217.1571,1.0000,226.0750,151.5727,0.9990,227.5398,189.0345,0.9995,238.7526,173.8423,0.9999,246.7441,201.4710,1.0000,257.3898,182.3058,0.9999,268.3623,209.8439,0.9966
116,193.0603,160.8917,1.0000,207.3271,198.6476,0.9997,214.3246,173.8931,0.9999,231.9322,206.9990,0.9992,238.0490,184.0024,0.9979,248.6396,216.6940,0.9996,225.7037,151.5256,0.9965,226.8785,188.7036,0.9986,238.5545,174.0929,0.9998,246.2735,200.5961,0.9980,256.7393,181.9416,0.9976,266.7908,208.7678,0.9993
117,192.8881,161.0733,1.0000,206.4559,198.4457,0.9994,214.1054,173.6819,1.0000,231.2658,206.6958,0.9998,237.9913,183.4363,0.9963,248.0853,215.9344,0.9999,225.8338,151.2630,0.9949,227.1190,188.0310,0.9995,238.6529,173.9129,0.9998,245.6882,199.9248,0.9996,256.3866,181.5038,0.9985,266.2833,208.2706,0.9958
118,193.2867,160.8791,1.0000,206.5512,198.0033,0.9994,214.0978,173.3719,1.0000,230.8031,206.5138,0.9985,237.8440,183.0307,0.9984,247.3213,215.4762,1.0000,225.5625,151.2510,0.9967,227.0887,187.8842,0.9996,238.5335,173.6857,0.9999,245.1285,199.5870,0.9999,256.1391,181.2918,0.9993,265.7364,207.5634,0.9995
119,193.6589,160.9114,0.9999,206.2812,197.5012,0.9973,214.0379,173.2271,1.0000,230.3770,206.0763,0.9997,237.4179,182.6719,0.9995,246.7675,215.0733,0.9992,225.2495,151.1648,0.9977,226.9476,187.8322,0.9996,238.5243,173.4416,0.9999,244.6202,199.2437,0.9988,255.8270,180.9521,0.9997,265.2252,207.3261,0.9997
120,193.6648,160.8208,0.9970,206.3231,197.2275,0.9987,213.8766,173.1233,0.9977,230.1067,206.0502,0.9997,237.0945,182.5516,0.9998,246.4098,214.5145,0.9996,225.0360,151.4747,0.9970,226.6358,187.9492,0.9997,238.3571,173.3246,0.9999,244.4893,199.1331,0.9992,255.7408,180.7654,0.9998,264.7375,206.7772,0.9990
121,193.8193,160.9880,0.9999,206.6493,197.2636,0.9981,214.0637,173.2157,1.0000,230.2542,205.8407,0.9999,237.3435,182.6286,0.9996,246.7825,213.8263,1.0000,225.0421,151.8239,0.9946,226.4677,187.9212,0.9998,238.5244,173.2958,0.9999,244.6166,198.9152,0.9996,256.0460,180.7782,0.9996,265.1067,206.6729,1.0000
122,192.7467,161.0954,0.9977,204.8889,194.4633,0.9924,214.0202,175.1967,1.0000,229.1740,205.1695,1.0000,235.8772,182.9639,0.9976,245.2391,213.4930,0.9989,221.7771,152.4100,0.9998,220.8931,184.5982,0.9987,236.5259,172.1890,0.9996,242.7501,197.6214,0.9974,255.2271,180.3993,1.0000,263.1060,206.4733,0.9974
123,193.1970,161.1262,1.0000,205.4617,194.8148,0.9952,214.2225,175.0583,1.0000,229.3457,205.2090,0.9999,236.0710,182.7564,0.9967,245.3469,213.4580,0.9992,221.5022,152.8560,0.9945,220.6133,184.8257,0.9987,236.5278,172.0568,0.9997,242.7338,197.6812,0.9969,255.5139,180.5038,0.9999,263.2371,206.7334,1.0000
124,192.5505,161.4182,0.9986,204.9021,195.1077,0.9926,214.0165,174.6630,0.9989,229.0013,204.1810,0.9999,235.4088,182.6942,0.9993,245.0432,212.6253,1.0000,221.3145,152.5340,0.9959,220.5310,184.6197,0.9986,236.5886,171.7428,0.9996,243.0282,197.0296,0.9998,255.7504,180.5331,0.9999,263.0860,206.0615,0.9995
125,192.9645,161.5510,0.9999,203.8602,195.1205,0.9975,213.8505,174.1908,0.9998,228.3459,204.3254,0.9998,234.9501,182.5843,0.9998,244.9403,212.7827,1.0000,220.6200,152.4200,0.9989,219.7788,183.9634,0.9996,236.0340,171.3806,0.9852,242.6731,197.2621,0.9995,255.5303,180.5459,0.9999,262.6632,206.5652,0.9995
126,192.8836,161.2033,1.0000,203.3510,194.4919,0.9995,213.6761,173.3391,1.0000,227.9897,204.2214,0.9999,234.5079,182.2442,1.0000,244.3252,212.4024,0.9996,220.8863,152.1808,0.9982,219.5177,183.3490,0.9898,235.7881,171.0396,0.9925,242.2709,197.2784,0.9966,255.2164,180.1474,0.9985,262.2559,206.2789,0.9992
127,193.1601,160.8985,1.0000,202.7926,193.6878,0.9933,213.2693,173.2210,0.9986,228.0055,203.8179,1.0000,234.0740,182.0592,0.9963,244.7764,211.9164,1.0000,220.0118,151.8688,0.9955,218.4756,182.3880,0.9992,235.9486,170.3311,0.9894,241.9978,196.9662,0.9979,255.5205,179.5015,0.9998,262.2428,205.7994,0.9997
128,192.7894,160.1526,0.9983,203.5316,192.4589,0.9874,213.4609,173.3771,0.9970,228.0127,202.9530,0.9988,233.8294,181.8228,0.9971,245.0571,211.6115,0.9998,219.8297,151.8300,0.9957,219.0623,181.7082,0.9940,235.6233,170.2284,0.9933,241.7189,196.4255,0.9988,255.7334,179.2119,0.9998,262.7453,206.0180,0.9975
129,193.4239,160.1393,0.9997,204.1374,191.9241,0.9959,214.0560,173.4336,0.9999,228.9058,203.2835,1.0000,234.5746,181.9822,0.9999,245.5829,211.9058,1.0000,221.0679,151.6454,0.9949,219.5976,181.3142,0.9951,235.7307,170.3827,0.9941,242.1551,196.7934,0.9969,256.2512,179.8126,0.9989,263.5522,206.4303,0.9983
130,194.2858,159.1307,0.9998,205.0586,190.1272,0.9936,214.1954,172.4263,0.9995,229.2211,203.3818,0.9999,234.9459,181.4615,0.9995,245.7148,211.9043,0.9999,222.0090,151.1874,0.9991,220.1828,181.2582,0.9992,236.0500,170.2757,0.9917,242.4712,196.7729,0.9997,256.4898,179.9453,0.9982,263.8435,206.4228,0.9976
131,193.9314,158.8120,0.9987,204.9245,190.4632,0.9929,213.9576,171.9333,0.9999,229.5493,203.8077,0.9997,235.0985,181.1822,0.9995,246.0511,212.1794,0.9998,222.0794,150.9944,0.9993,220.4315,181.6542,0.9978,235.7256,170.4216,0.9964,242.5798,196.9781,0.9993,255.9758,180.0254,0.9986,264.8332,206.3766,0.9899
132,193.6650,158.8065,0.9988,205.4218,191.4229,0.9995,214.1262,171.5652,0.9999,229.9722,204.1285,0.9998,235.0190,181.0113,0.9997,246.4333,212.5939,0.9994,222.3162,150.8712,0.9992,221.2711,182.6336,0.9985,235.9548,170.7532,0.9942,243.0987,197.5692,0.9968,255.5073,180.2555,0.9999,265.5194,207.0934,0.9996
