scorer,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker
8,194.4481,161.1290,0.9966,214.7744,200.0905,0.9999,219.3702,172.1602,0.9978,239.1459,207.1272,1.0000,240.9493,182.8675,0.9999,255.9550,216.3054,0.9998,227.6170,151.3139,0.9948,228.9070,189.4635,0.9998,240.9396,171.3907,1.0000,251.7209,199.5298,0.9998,261.7147,181.9291,0.9982,276.7011,206.8134,0.9998
9,194.4080,161.1457,0.9967,214.8801,199.8796,0.9999,219.6120,172.0819,0.9961,238.9781,207.1185,1.0000,240.8173,182.8649,0.9999,255.8140,216.4169,0.9998,227.5369,151.4450,0.9948,229.0102,189.3979,0.9998,240.8513,171.4145,1.0000,251.6275,199.5078,0.9980,261.8118,182.0090,0.9995,276.7567,206.7905,0.9998
10,194.4136,161.1644,0.9966,214.9858,199.7264,0.9998,219.7337,172.2572,0.9999,239.0357,207.0645,1.0000,241.0373,182.9545,0.9999,256.0165,216.3594,0.9997,227.5131,151.4182,0.9953,229.0282,189.3386,0.9998,240.9474,171.4613,1.0000,251.6398,199.4385,0.9985,261.8045,181.9861,0.9996,276.6014,206.6974,0.9999
11,194.2999,161.2375,0.9975,214.8998,199.7470,0.9999,219.6785,172.1290,0.9999,238.9258,207.0604,1.0000,240.9597,182.8389,0.9999,255.9439,216.4104,0.9997,227.5405,151.3452,0.9955,229.0730,189.2610,0.9997,240.8828,171.4393,1.0000,251.6198,199.4763,0.9982,261.8002,181.9496,0.9996,276.5891,206.7729,0.9999
12,194.2603,161.2744,0.9979,214.7622,199.6828,0.9999,219.4876,172.0832,0.9972,238.7827,206.9843,1.0000,240.7172,182.7916,0.9999,255.8669,216.2361,0.9998,227.5418,151.3311,0.9955,228.9571,189.1790,0.9998,240.7873,171.4237,1.0000,251.4921,199.4528,0.9984,261.6748,181.8880,0.9985,276.4467,206.6890,0.9999
13,194.1286,161.1671,0.9983,214.8296,199.7138,0.9999,219.5665,172.0846,0.9966,238.8146,207.1432,1.0000,240.7517,182.8140,0.9999,255.5758,216.5061,0.9998,227.6039,151.5278,0.9944,229.2500,189.3582,0.9996,240.6745,171.5307,1.0000,251.4827,199.6011,0.9999,261.6289,181.9250,0.9984,276.3905,206.8394,0.9999
14,194.1218,161.2906,0.9984,214.8025,199.6422,0.9999,219.6341,172.0700,0.9960,238.8400,206.9948,1.0000,240.6524,182.6982,1.0000,255.6237,216.3327,0.9998,227.5652,151.6161,0.9942,229.3259,189.2777,0.9995,240.5424,171.4802,1.0000,251.5332,199.5212,0.9999,261.5976,181.8080,0.9989,276.3811,206.7930,0.9999
15,194.0575,161.2216,0.9985,214.7352,199.5557,0.9999,219.6942,171.9603,1.0000,238.9288,206.9600,1.0000,240.7620,182.6625,1.0000,255.8213,216.3426,0.9998,227.6235,151.5382,0.9942,229.3592,189.1935,0.9994,240.6336,171.4657,1.0000,251.5599,199.4973,0.9980,261.6356,181.8527,0.9987,276.4767,206.7492,0.9999
16,194.1013,161.1443,0.9983,214.7894,199.4735,0.9984,219.6864,171.9354,1.0000,239.0543,206.9455,1.0000,240.8019,182.6305,1.0000,255.8822,216.3142,0.9998,227.6602,151.5219,0.9942,229.4452,189.1923,0.9992,240.6995,171.4386,1.0000,251.6220,199.5090,0.9979,261.6457,181.8135,0.9988,276.4420,206.8134,0.9999
17,194.1160,161.0205,0.9980,214.7855,199.4529,0.9985,219.7946,171.8642,1.0000,239.0785,207.0135,1.0000,240.8116,182.6271,1.0000,255.7180,216.4501,0.9998,227.6515,151.4750,0.9941,229.5664,189.3438,0.9988,240.6459,171.5132,1.0000,251.5598,199.5903,0.9999,261.5417,181.8640,0.9987,276.4147,206.9339,0.9999
18,194.2887,161.0828,0.9970,215.0553,199.3714,0.9990,219.8754,171.8113,1.0000,238.9368,206.8969,1.0000,240.7130,182.4877,1.0000,255.7010,216.2304,0.9999,227.5032,151.3986,0.9954,229.6422,189.4571,0.9986,240.4313,171.4658,1.0000,251.4375,199.5602,0.9999,261.4290,181.7486,0.9991,276.2806,206.9141,0.9999
19,194.2061,160.9114,0.9975,214.9907,199.4305,0.9987,219.8267,171.7319,1.0000,239.0473,206.9610,1.0000,240.8138,182.5240,1.0000,255.8246,216.2808,0.9998,227.5542,151.3992,0.9950,229.6429,189.5287,0.9986,240.6033,171.4717,1.0000,251.5482,199.5773,0.9999,261.5220,181.8351,0.9988,276.4057,206.9925,0.9999
20,194.1604,160.8215,0.9944,214.8866,199.3947,0.9989,219.7238,171.6210,1.0000,239.0723,206.8806,1.0000,240.7989,182.4476,1.0000,255.9612,216.1829,0.9998,227.5236,151.3780,0.9954,229.6313,189.4897,0.9986,240.6542,171.4199,1.0000,251.5444,199.5407,0.9999,261.5714,181.8071,0.9989,276.4986,207.0290,0.9999
21,194.2303,160.7503,0.9945,214.8636,199.4325,0.9987,219.7997,171.5357,1.0000,238.8756,206.8803,1.0000,240.6831,182.3135,1.0000,255.7290,216.1732,0.9999,227.4112,151.2425,0.9962,229.4468,189.5351,0.9991,240.4502,171.3852,0.9985,251.4270,199.5421,0.9999,261.3542,181.8054,0.9989,276.2007,207.0389,0.9999
22,194.2005,160.6149,0.9955,214.9634,199.3815,0.9990,219.7031,171.5997,1.0000,238.8447,206.8370,1.0000,240.7919,182.3982,1.0000,255.6369,216.1928,0.9999,227.3432,151.3288,0.9965,229.4615,189.5805,0.9992,240.4930,171.3961,1.0000,251.4187,199.5632,0.9999,261.4644,181.7685,0.9990,275.9987,207.2228,1.0000
23,194.1048,160.5650,0.9964,214.9287,199.3197,0.9992,219.5425,171.6093,0.9968,238.6778,206.8595,1.0000,240.7381,182.4360,1.0000,255.3939,216.3099,0.9999,227.2545,151.3122,0.9969,229.3578,189.5797,0.9994,240.4702,171.3792,0.9984,251.3115,199.6023,1.0000,261.4713,181.7585,0.9990,275.8203,207.3131,1.0000
24,194.2310,160.5230,0.9962,214.8843,199.2784,0.9994,219.4205,171.6964,0.9976,238.5212,206.8722,1.0000,240.7113,182.4897,1.0000,255.0739,216.3029,0.9999,227.2351,151.2392,0.9972,229.2835,189.5904,0.9995,240.5269,171.4104,1.0000,251.2759,199.6198,1.0000,261.4366,181.7274,0.9991,275.5784,207.3598,1.0000
25,194.1737,160.3898,0.9969,214.9191,199.2715,0.9994,219.2977,171.6700,0.9983,238.3300,207.0539,1.0000,240.7518,182.4707,1.0000,255.0032,216.3894,0.9999,227.1170,151.0623,0.9980,229.1561,189.4754,0.9997,240.4510,171.3652,0.9983,251.1356,199.6630,1.0000,261.4197,181.6308,0.9993,275.2628,207.3719,0.9984
26,194.1821,160.4245,0.9968,215.0323,199.0328,0.9997,219.1984,171.7804,0.9987,238.1823,207.0591,0.9987,240.7887,182.6295,1.0000,254.8639,216.3292,0.9999,227.1077,151.2261,0.9979,229.1727,189.4937,0.9997,240.4711,171.4682,1.0000,251.0077,199.7095,1.0000,261.4366,181.6682,0.9991,275.1482,207.2258,0.9988
27,194.4933,160.3359,0.9957,215.0732,199.0549,0.9997,219.0833,171.8695,0.9990,238.0603,207.0048,0.9991,240.7448,182.7224,0.9999,254.7642,216.1597,0.9999,227.0975,151.3392,0.9976,229.0439,189.4080,0.9998,240.5001,171.4778,1.0000,250.9828,199.6736,1.0000,261.3977,181.6573,0.9991,274.9558,207.2564,0.9993
28,194.5124,160.4757,0.9954,215.2582,199.4598,0.9987,218.8102,172.2134,0.9995,238.0077,207.1315,0.9993,240.7097,182.9323,0.9999,254.9041,216.0558,1.0000,227.0910,151.5273,0.9975,228.9496,189.5890,0.9999,240.4653,171.6315,1.0000,251.0307,199.8295,1.0000,261.4129,181.6258,0.9992,274.9578,207.4057,0.9993
29,194.3063,160.4196,0.9975,214.9985,199.5042,0.9986,218.3666,172.2452,0.9998,237.6394,206.9341,0.9998,240.4772,182.9043,0.9999,254.9912,215.9283,1.0000,226.8511,151.8107,0.9965,228.6585,189.5647,0.9999,240.2589,171.7159,0.9971,250.8176,199.6392,1.0000,261.1377,181.5711,0.9994,274.6064,207.2368,0.9997
30,193.3526,160.4886,0.9990,214.1058,199.5426,1.0000,217.5016,171.8626,0.9974,236.5570,206.7353,1.0000,239.6557,182.6206,0.9996,254.4128,215.7253,0.9993,226.9125,152.4292,0.9995,228.2276,189.2749,1.0000,239.4624,171.6584,0.9997,250.0754,199.4124,0.9981,260.4793,181.3355,0.9976,274.3182,207.0771,0.9999
31,193.3096,160.5985,0.9987,213.8117,199.3081,0.9992,217.3439,171.9554,0.9981,236.2553,206.8058,1.0000,239.6342,182.6919,0.9996,254.4300,215.7614,0.9991,226.9188,152.5188,0.9996,227.9480,188.8146,0.9990,239.3016,171.5896,0.9998,249.9373,199.4053,0.9981,260.5285,181.4588,0.9975,274.1987,207.1631,0.9999
32,191.9675,160.9957,0.9997,211.9110,199.1044,0.9992,215.2216,172.1445,0.9981,234.8450,206.9495,1.0000,238.9872,182.5698,0.9999,253.9671,215.5530,0.9998,226.7324,152.5474,0.9999,226.6902,188.0328,0.9999,239.1141,171.5437,0.9999,249.2666,199.7660,0.9999,260.5334,181.3935,0.9985,273.5979,207.3702,1.0000
33,191.8456,161.0839,0.9999,211.0309,198.5222,0.9996,213.8682,172.1066,0.9999,234.3139,206.5566,1.0000,238.8248,183.0932,0.9999,253.2983,215.9741,0.9999,226.4856,152.1534,1.0000,226.3497,188.4976,0.9997,239.4175,172.1246,0.9994,248.4079,200.1979,0.9974,260.6210,181.2547,0.9982,273.7916,207.9360,0.9996
34,192.6314,159.7260,0.9986,210.4570,197.5609,0.9987,214.7522,171.5472,0.9998,234.7016,205.8890,0.9998,239.0678,182.4497,0.9999,253.5757,215.3138,0.9981,225.9295,151.1112,0.9999,226.8935,187.9655,0.9999,239.2999,171.4586,0.9997,248.7587,199.6824,1.0000,260.6066,180.7138,0.9983,273.8724,207.6701,0.9998
35,192.7215,159.5012,0.9981,210.1555,196.5903,1.0000,215.1342,171.3903,0.9994,234.5491,205.4778,1.0000,238.9818,182.3537,0.9999,253.2637,215.2265,0.9986,226.1546,150.9916,0.9999,227.5680,187.7038,0.9996,239.1727,171.4217,0.9998,248.5532,199.5376,1.0000,260.6105,180.4821,0.9984,273.7107,207.4454,0.9999
36,192.8327,159.8457,0.9976,209.8583,196.9175,0.9999,214.9856,171.5023,0.9996,234.5414,205.4688,1.0000,238.8618,182.5512,0.9999,252.9575,215.3394,1.0000,226.0849,151.1315,0.9999,227.5652,187.9699,0.9996,239.2010,171.5012,0.9998,248.4875,199.4588,0.9950,260.6012,180.5341,0.9987,273.7210,207.3376,0.9999
37,192.8976,160.3162,0.9992,209.7782,197.2861,0.9997,214.9184,171.9185,0.9996,234.5071,205.6908,0.9999,238.8505,182.9992,0.9998,252.6071,215.8386,0.9986,225.9606,151.3799,0.9998,227.2685,188.4394,0.9997,239.2366,171.9061,0.9997,248.2401,199.8082,0.9988,260.6481,180.7918,0.9986,273.4727,207.5427,0.9999
38,192.9186,160.3115,0.9993,209.7139,197.6655,0.9983,214.8673,171.9451,0.9996,234.5744,206.0728,0.9996,238.4958,183.1356,0.9997,252.4756,216.1853,0.9990,226.1124,151.7339,0.9992,227.4818,188.9483,0.9987,239.4145,172.2315,0.9993,248.9447,200.4303,0.9998,261.0872,181.2381,0.9999,274.1022,207.6174,0.9997
39,192.8348,160.4051,0.9972,209.7707,197.9568,1.0000,214.8213,172.1633,0.9996,234.5425,206.2555,0.9992,238.3820,183.2084,0.9997,252.4540,216.3896,0.9991,225.9659,151.8386,0.9990,227.2928,189.2467,0.9998,239.4923,172.4692,0.9990,248.6067,200.7273,0.9995,260.6938,181.3046,0.9990,273.5697,207.5897,0.9998
40,192.9721,160.6542,0.9981,209.6510,198.2900,1.0000,214.5703,172.2804,0.9997,234.2690,206.6376,1.0000,238.0767,183.2606,0.9983,251.9105,216.5951,0.9996,226.0879,152.0478,0.9980,227.2797,189.3752,0.9997,239.1434,172.5732,0.9991,248.5063,200.9817,0.9970,260.4847,181.3892,0.9995,273.1936,207.7737,0.9981
41,192.9744,160.9889,1.0000,209.8217,198.2591,0.9999,214.3141,172.2827,0.9999,234.4129,206.7143,1.0000,237.8876,183.0425,0.9990,251.8004,216.3343,0.9998,225.7158,152.0379,0.9967,226.5103,189.0130,1.0000,239.0884,172.0471,0.9997,248.6659,201.0011,0.9986,260.5362,181.3082,0.9994,273.4228,207.7112,0.9997
42,193.0008,161.4040,0.9999,209.8440,198.0441,1.0000,214.4301,172.4222,0.9998,234.1324,206.4575,0.9981,237.8996,183.1661,0.9989,251.1744,215.6965,1.0000,225.8700,151.9894,0.9987,226.0645,188.4632,0.9998,238.4222,171.7069,0.9999,248.5180,200.3340,0.9959,260.7527,181.2862,0.9981,273.7197,207.2348,0.9999
43,192.7658,161.8820,0.9985,209.7184,197.9650,1.0000,214.3625,172.6838,0.9996,233.8761,206.1625,0.9990,237.9871,183.3754,0.9983,250.7860,215.3906,1.0000,225.7673,151.9708,0.9978,225.6959,188.2872,0.9988,238.3372,171.6247,0.9999,247.9632,199.9621,0.9989,260.1928,181.2707,0.9995,272.8178,206.9578,0.9992
44,192.4436,162.0833,0.9989,209.5329,198.1604,1.0000,214.0486,172.8301,0.9993,233.8084,206.2300,0.9988,237.9299,183.5175,0.9981,250.7754,215.4433,1.0000,225.7506,152.2795,0.9990,225.3788,188.3904,0.9993,238.1978,171.5894,0.9961,247.9077,199.8752,0.9990,260.0654,181.2967,0.9996,272.9535,206.8813,0.9988
45,191.9128,162.2473,0.9990,208.7559,198.5455,0.9995,213.8074,172.9149,0.9992,233.5578,206.3748,0.9984,237.9073,183.6750,0.9977,250.3962,215.7152,0.9989,225.5319,152.2477,0.9995,225.2268,188.7662,0.9991,238.0098,171.8173,0.9975,247.3460,199.9668,0.9998,259.6806,181.2534,0.9998,272.5893,207.0753,0.9995
46,191.5089,162.6206,1.0000,207.9803,199.3652,0.9976,214.0223,173.2397,1.0000,233.4815,206.8673,0.9999,237.9024,183.7923,0.9990,250.3872,216.1570,0.9988,225.2514,152.1811,0.9997,225.3194,188.9277,0.9985,237.8586,172.0976,0.9981,247.2596,200.1917,0.9998,259.6101,181.1741,0.9999,272.3483,207.0871,0.9998
47,191.4599,162.9932,1.0000,207.3044,200.3607,0.9996,214.3535,173.4354,0.9999,233.6004,207.4338,0.9996,237.8513,184.0307,0.9992,250.2627,216.8014,0.9984,225.1220,151.9415,0.9989,225.5745,189.2396,0.9992,237.8159,172.4338,0.9980,247.1941,200.6000,0.9996,259.3835,181.3070,0.9999,272.0800,207.5181,0.9998
48,191.6517,163.1295,0.9999,206.9225,200.7395,0.9969,214.4744,173.4315,0.9999,233.7001,207.5062,0.9995,237.9226,184.1885,0.9990,250.1769,216.9771,0.9980,225.1612,151.8696,0.9989,225.8635,189.3684,1.0000,237.8738,172.4388,0.9978,247.2424,200.7270,0.9995,259.3311,181.3306,0.9998,271.8738,207.7119,0.9998
49,191.8259,163.0577,0.9999,207.1305,200.7546,0.9955,214.7951,173.3797,0.9998,233.8477,207.4388,0.9993,238.2765,184.1217,1.0000,250.1910,216.9299,0.9980,225.0991,151.7145,0.9993,225.8764,189.1616,1.0000,237.8791,172.2089,0.9982,247.2898,200.4388,0.9998,259.1998,181.1840,0.9999,271.8326,207.5430,0.9998
50,191.8302,163.0508,0.9999,207.2345,200.7297,0.9945,214.9145,173.3144,0.9998,234.0642,207.4539,0.9987,238.3987,184.0376,1.0000,250.4386,216.9811,0.9973,225.0864,151.6583,0.9994,226.0404,189.0815,1.0000,237.9241,172.1553,0.9981,247.4379,200.4526,0.9997,259.1842,180.9798,0.9999,271.6154,207.5370,0.9999
51,191.9063,163.1240,0.9998,207.0510,200.6942,0.9961,214.8494,173.3344,0.9998,233.8867,207.3483,0.9993,238.2459,184.0708,1.0000,250.3029,216.9548,0.9978,225.0089,151.6520,0.9994,226.0338,189.1892,1.0000,237.8570,172.2757,0.9982,247.2358,200.4277,0.9998,259.0602,181.0361,0.9999,271.4548,207.6371,0.9998
52,191.8419,163.0977,0.9999,206.9926,200.6765,0.9965,214.9894,173.3184,0.9997,234.1280,207.1937,0.9999,238.3470,184.1346,1.0000,250.4094,216.9652,0.9976,225.0767,151.5573,0.9995,226.1922,189.1430,1.0000,238.1043,172.3723,0.9968,247.3744,200.4770,0.9998,259.1344,181.2740,0.9999,271.4802,207.6790,0.9998
53,191.7810,163.1193,0.9999,206.7328,200.7259,0.9973,214.7950,173.2479,0.9998,233.8752,207.0639,0.9993,237.8482,184.0654,0.9992,250.0519,217.0270,0.9979,224.7930,151.4614,0.9997,226.1163,189.0686,1.0000,237.4167,172.3528,0.9993,246.8026,200.4750,0.9999,258.3518,181.1131,0.9992,270.6013,207.5611,0.9992
54,191.7294,163.1803,0.9999,206.5274,200.5265,0.9985,214.5126,173.1388,0.9985,233.5935,206.8135,0.9998,237.7124,183.9882,0.9995,249.9780,217.0316,0.9981,224.5606,151.3311,0.9998,226.2051,189.0918,1.0000,237.1500,172.3936,0.9994,246.4733,200.2992,0.9999,258.1958,180.9930,0.9995,269.9784,207.4183,0.9998
55,191.8677,163.2761,0.9999,206.6653,200.3309,0.9986,214.2925,173.1951,1.0000,233.2979,206.9165,0.9999,237.6238,184.0662,0.9996,249.8153,217.3388,0.9999,224.5469,151.3362,0.9998,226.1881,189.0856,1.0000,236.9818,172.5645,0.9992,246.0746,200.4449,0.9992,257.8031,181.0949,0.9998,269.1996,207.9342,0.9992
56,191.9236,163.3115,0.9998,206.7551,200.1117,0.9985,214.1653,173.1661,1.0000,233.0096,207.0613,0.9999,237.5603,184.0516,0.9996,249.4861,217.5423,0.9999,224.6064,151.3213,0.9998,226.1377,189.0162,1.0000,236.7963,172.6164,0.9992,245.5717,200.6339,0.9996,257.4191,181.2192,0.9998,268.3495,208.3337,0.9995
57,191.8054,163.3707,0.9999,206.5975,200.0479,0.9990,213.8131,173.2240,1.0000,232.7550,207.1078,0.9999,237.1680,184.0708,0.9999,249.3899,217.7941,0.9999,224.4651,151.2788,0.9999,225.9654,188.9176,0.9987,236.4364,172.6573,0.9991,245.3706,200.7251,0.9997,257.0921,181.4378,0.9997,267.8945,208.9077,0.9998
58,191.8810,163.3186,0.9999,206.6459,199.9070,0.9991,213.5802,173.3146,1.0000,232.6187,207.3810,0.9998,236.9068,184.1636,0.9999,248.9521,218.0343,0.9999,224.5913,151.3191,0.9998,226.0766,189.2756,1.0000,236.2568,172.7027,0.9989,245.3769,200.9853,0.9993,257.0262,181.5167,0.9997,267.4788,209.1215,0.9998
59,191.7751,163.2925,0.9999,207.4045,200.0961,0.9998,213.4030,173.3541,0.9983,232.4199,207.9697,0.9990,236.5603,184.2095,1.0000,248.7134,218.4560,0.9996,224.6640,151.7039,0.9995,225.9363,189.5462,1.0000,236.1221,172.7695,0.9962,245.3591,201.3524,0.9999,256.8351,181.7263,0.9993,267.2245,209.5743,0.9992
60,191.2223,162.1317,0.9994,209.0289,199.2796,0.9958,213.1129,172.8867,0.9984,232.0378,207.9509,0.9993,236.1023,183.5772,0.9968,247.8653,218.1786,0.9997,224.8363,151.7494,0.9995,224.9109,188.7391,0.9993,235.9332,172.3280,0.9980,244.8509,201.1317,0.9984,256.5239,181.5342,0.9985,266.7467,209.1001,0.9987
61,190.2188,160.9242,0.9994,208.5705,197.7175,0.9771,213.8056,172.4770,0.9998,231.2996,207.8170,0.9992,235.3164,183.2344,0.9996,247.0456,217.4072,1.0000,223.9233,151.4747,0.9999,222.0596,186.2933,0.9999,235.8019,171.6902,0.9985,244.4373,200.8253,0.9986,256.2230,181.2816,0.9993,266.8469,208.3030,0.9975
62,189.5750,161.8295,0.9998,209.1097,200.3057,0.9979,213.2713,173.6362,0.9989,232.1872,208.6240,1.0000,236.2816,183.9092,1.0000,248.6723,218.3394,0.9996,225.1357,151.9839,0.9994,224.5914,188.8108,0.9993,236.5115,172.7774,0.9985,245.5906,201.2786,0.9996,257.2132,181.5531,0.9996,268.0085,208.6478,0.9998
63,190.0947,161.9138,0.9996,209.2036,200.9361,0.9960,212.9957,173.5531,0.9995,232.1090,208.7743,1.0000,236.1591,183.8572,1.0000,248.3522,218.5547,0.9986,224.9466,151.9988,0.9991,224.5538,189.4208,1.0000,236.2407,172.6460,0.9990,245.9005,201.2767,0.9992,257.8083,181.7016,0.9992,268.7200,208.3708,0.9987
64,190.4171,161.7878,0.9993,209.1818,201.1978,0.9950,213.0074,173.2643,0.9994,231.9325,209.1864,0.9996,235.6136,183.6979,0.9994,248.2402,218.9786,0.9995,224.8667,152.0408,0.9983,224.3987,190.0003,0.9999,235.6990,172.4219,0.9984,246.1358,201.5087,0.9985,257.7868,182.0541,0.9998,268.9328,208.5962,0.9978
65,190.5300,161.7893,0.9991,209.4322,201.5616,1.0000,213.2025,173.2478,0.9988,232.1734,209.3978,0.9998,235.4523,183.6397,0.9988,248.6934,219.1043,1.0000,224.8529,151.7724,0.9990,224.5964,190.2622,0.9997,235.6120,172.3678,0.9988,246.5789,201.8940,0.9999,257.8644,182.3318,0.9997,269.3972,209.0655,0.9996
66,190.6639,161.6404,0.9986,209.6368,201.7973,0.9999,213.4904,173.1424,0.9979,232.3104,209.3681,0.9998,235.5500,183.5668,0.9990,248.7952,218.8856,1.0000,224.9084,151.5402,0.9993,225.1502,190.4829,0.9992,235.6173,172.3595,0.9989,246.9214,201.8929,0.9999,257.9688,182.4810,0.9996,269.5166,208.8504,0.9998
67,190.6430,161.3764,0.9988,209.7271,201.3501,1.0000,213.4437,172.9659,0.9968,232.4225,209.1998,0.9999,235.7997,183.3565,0.9988,248.9400,218.7205,0.9989,225.0775,151.6724,0.9989,225.3402,190.6173,0.9986,235.7699,172.3679,0.9986,247.0906,202.0274,0.9998,258.1836,182.6798,0.9995,269.3716,209.2548,0.9994
68,190.3721,161.1037,0.9994,209.7077,200.8108,0.9989,213.4065,172.7289,0.9976,232.4451,208.6556,1.0000,235.8201,183.1277,0.9989,249.3242,217.8559,0.9999,225.0429,151.8655,0.9983,225.4997,190.2558,0.9990,235.6817,172.4105,0.9989,247.0405,201.6421,0.9999,258.3376,182.6504,0.9993,269.9872,208.9840,0.9997
69,190.5922,161.1276,0.9990,209.7013,200.5596,0.9996,213.5255,172.9319,0.9992,232.6015,208.8030,1.0000,236.1448,183.2283,0.9973,249.2903,218.0487,0.9999,225.0756,151.8990,0.9985,225.1803,190.0803,0.9994,235.8656,172.2042,0.9985,247.2652,201.6766,0.9998,258.5168,182.6132,0.9986,270.3315,209.1317,0.9993
70,191.0121,161.0882,1.0000,210.1443,199.8802,0.9999,213.9110,172.8977,0.9993,232.8021,208.5062,1.0000,236.4796,182.9437,0.9999,249.4208,217.8162,0.9999,225.2959,151.8302,0.9990,225.3401,189.5396,0.9993,236.0006,171.9814,0.9982,247.5946,201.3701,0.9995,258.5818,182.4797,0.9985,270.3077,209.0155,0.9995
