scorer,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker
bodyparts,L1A,L1A,L1A,L1B,L1B,L1B,L2A,L2A,L2A,L2B,L2B,L2B,L3A,L3A,L3A,L3B,L3B,L3B,R1A,R1A,R1A,R1B,R1B,R1B,R2A,R2A,R2A,R2B,R2B,R2B,R3A,R3A,R3A,R3B,R3B,R3B
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
54,380.0045,213.1255,0.9973,387.2325,260.0366,0.9978,411.9291,214.6380,0.9999,422.1659,254.0231,0.9999,440.5251,215.1538,0.9994,456.8413,252.1886,1.0000,354.4523,188.2586,0.9997,364.0871,236.5186,0.9863,405.3353,205.6582,0.9999,409.5821,238.7813,0.9998,434.4196,206.4837,0.9989,438.2612,236.6224,0.9996
55,380.5256,213.2276,0.9953,387.1666,260.0300,0.9979,412.2174,214.7088,0.9998,422.1461,253.9352,0.9969,440.5749,215.3833,0.9988,456.9434,252.4121,1.0000,354.6353,187.8784,0.9962,364.1542,236.3507,0.9907,405.9142,205.7199,0.9999,409.3814,238.7948,0.9999,434.5496,206.7615,0.9981,438.1564,236.8814,0.9993
56,381.1485,213.3994,0.9913,387.5714,260.0391,0.9973,412.2010,214.9228,0.9997,421.7884,253.8281,0.9978,440.3839,215.6036,0.9979,456.6809,252.5545,1.0000,354.4428,187.3741,0.9986,364.4672,236.6623,0.9856,405.9458,205.7800,0.9998,409.0714,238.8352,0.9999,434.2107,206.9501,0.9973,437.6577,237.0729,1.0000
57,381.2744,213.3992,0.9899,388.2625,260.1084,0.9951,412.4141,214.6522,0.9999,421.6292,253.8062,0.9980,440.2424,215.4521,0.9978,456.2764,252.4219,0.9993,354.7077,187.5447,0.9978,364.6145,237.0710,0.9989,406.3948,205.4825,0.9998,408.9588,238.8854,0.9999,434.0645,206.7668,0.9985,437.3683,237.2393,1.0000
58,381.2874,213.3359,0.9900,389.1971,259.4161,0.9995,412.5385,214.6104,0.9999,422.2570,253.3273,0.9993,440.2047,215.5597,0.9976,456.1570,252.0298,0.9995,354.2025,187.8116,0.9964,364.5919,236.4747,0.9912,406.4296,205.4170,0.9998,409.0510,238.7467,0.9999,434.0366,206.7907,0.9985,437.1410,237.3137,1.0000
59,381.8001,212.8163,0.9918,390.3022,259.2925,0.9992,412.7794,214.8668,0.9998,423.3029,252.7930,0.9992,440.4913,215.6063,0.9983,456.4370,251.7536,0.9982,354.3935,187.7098,0.9968,364.6679,235.7400,0.9986,406.6109,205.3448,0.9998,409.5598,238.6634,0.9999,433.9589,206.6644,0.9992,437.4214,237.4855,1.0000
60,381.3815,212.4699,0.9963,389.5073,258.5146,0.9998,412.6263,215.0887,0.9996,423.3626,252.3997,0.9988,440.3751,215.6853,0.9980,456.1528,251.6208,0.9990,354.5366,187.2325,0.9985,361.9708,235.4335,0.9976,405.5334,205.3121,1.0000,408.0589,238.6051,1.0000,433.4221,206.6329,0.9983,437.1616,237.7571,1.0000
61,380.6658,212.2665,0.9988,389.3627,258.4677,0.9996,412.6021,215.6469,0.9980,423.2498,252.5363,0.9988,440.3839,216.2388,1.0000,456.0406,251.5911,0.9989,354.9967,186.3275,0.9992,359.0701,234.9018,0.9939,405.5594,205.4146,0.9999,407.0967,238.6310,0.9993,433.0478,206.6887,0.9984,437.3632,238.2261,1.0000
62,379.9735,211.3913,0.9969,388.6333,258.2753,0.9997,411.9121,215.4063,0.9989,422.9201,252.3847,0.9993,440.4951,216.4948,1.0000,455.5331,251.3974,0.9993,354.6508,185.4890,0.9969,359.2701,234.2991,0.9942,404.5555,205.3380,0.9970,406.9060,238.2963,0.9994,433.2272,206.8815,0.9973,437.4470,238.1790,1.0000
63,380.5562,211.3127,0.9972,389.7153,257.8913,0.9955,412.2285,215.1815,0.9994,422.8593,252.3260,0.9994,441.0643,216.5979,0.9999,455.6551,251.4505,0.9992,354.7276,184.7331,0.9993,358.8733,234.6482,0.9757,404.7179,205.1572,1.0000,407.6805,238.3253,0.9975,433.6562,206.6984,0.9967,437.9985,238.2592,0.9999
64,380.6433,211.5336,0.9993,389.7880,258.1617,0.9937,412.0103,215.1099,0.9994,422.6918,252.4646,0.9996,441.1788,216.6245,0.9999,455.9257,251.5710,0.9989,354.9746,184.4435,0.9992,359.5431,235.3456,0.9979,404.5558,205.1981,0.9969,407.8950,238.4014,1.0000,433.8969,206.6395,0.9987,438.0757,238.3538,0.9999
65,379.9474,211.5813,0.9998,389.0325,258.2635,0.9996,411.5988,215.1246,0.9995,421.8449,253.1194,0.9995,441.2997,216.4989,0.9999,455.6794,251.4772,0.9990,354.5458,184.3364,0.9997,358.5288,236.7787,0.9701,404.0934,205.1767,0.9988,407.0503,238.5210,0.9993,433.5547,206.2800,0.9976,437.7310,238.4095,0.9999
66,379.2111,212.0860,0.9999,387.0590,258.1105,0.9946,411.1962,215.1973,0.9994,421.7000,253.4450,0.9987,441.1549,216.4634,0.9999,455.8624,251.8784,0.9997,353.8257,185.1365,0.9995,356.4630,239.2234,0.9971,403.2510,205.4121,0.9997,406.3425,238.7856,0.9997,433.5071,206.4970,0.9978,437.5495,238.5053,0.9999
67,379.2126,212.5308,0.9998,385.7732,257.7475,0.9987,411.4809,215.1322,0.9995,421.1915,253.2223,0.9991,441.1644,216.1597,0.9999,456.3208,251.3500,0.9985,353.3396,185.4129,0.9993,352.9797,241.1010,0.9736,403.8947,205.2479,0.9993,406.1751,238.9467,0.9997,433.3531,206.2227,0.9986,437.4249,238.3872,0.9999
68,378.8270,212.4727,0.9998,386.3095,258.0079,0.9974,411.4874,214.6242,0.9999,420.8005,252.8577,0.9948,440.8474,215.5167,0.9983,456.4140,250.8857,0.9989,352.4603,185.6766,0.9974,350.0029,242.0615,0.9978,403.9879,204.8742,0.9986,405.8712,238.9475,0.9998,432.7639,205.6509,0.9997,436.7849,237.9004,0.9997
69,379.3748,212.8341,0.9994,387.3102,257.8849,0.9968,412.2934,214.4111,0.9999,421.5948,252.3295,0.9998,441.1345,214.6329,0.9998,457.2169,250.2595,1.0000,352.8352,187.3036,0.9997,348.5889,243.3143,0.9980,404.5023,204.8158,0.9977,406.5532,239.0134,0.9994,432.8096,205.1129,0.9997,436.9934,237.7604,0.9993
70,378.6455,213.6972,1.0000,389.4392,257.7808,0.9984,411.9844,215.2692,0.9993,422.3721,252.8723,0.9990,441.4291,214.8420,0.9997,457.9429,250.4429,0.9999,353.0950,187.9573,0.9988,348.2311,243.7646,0.9992,404.0857,205.2269,0.9990,406.7072,239.3058,0.9996,432.7683,205.2243,0.9997,437.3230,237.8823,0.9998
71,378.5074,212.4707,0.9966,389.7410,257.0132,0.9987,411.9178,214.7929,0.9999,422.1734,252.1654,0.9998,440.8669,213.9601,1.0000,457.1074,250.3128,0.9999,352.5739,188.0266,0.9983,346.1555,242.8481,0.9977,403.1287,204.9080,0.9982,405.6968,238.9540,0.9992,432.8859,204.7571,0.9986,436.4808,237.3295,0.9996
72,377.9537,210.7187,0.9988,388.9275,254.7105,0.9980,411.4254,214.1633,1.0000,421.9919,251.6078,0.9958,441.0666,213.3674,0.9988,456.1967,250.3665,0.9992,352.6772,187.5798,0.9999,342.4514,238.4748,0.9989,402.4450,204.0737,0.9993,404.0519,237.9108,0.9984,433.9047,204.0518,0.9998,436.5529,236.9023,0.9919
73,376.8059,209.3404,0.9999,387.1104,253.9478,0.9882,411.5998,213.3544,0.9986,422.3034,251.5617,0.9957,441.1629,213.0251,0.9995,454.8451,251.1875,0.9988,353.2189,188.5854,1.0000,340.3482,238.3662,0.9996,401.6260,202.9317,0.9910,403.3662,236.9937,0.9993,433.9850,203.4108,0.9999,436.2159,236.7691,0.9939
74,378.2089,209.7338,0.9991,385.1436,254.4255,0.9955,412.3669,213.3773,0.9986,422.8112,251.5703,0.9945,441.1324,213.3196,0.9989,454.4098,251.7289,0.9955,353.8847,189.2726,1.0000,340.2704,237.7891,1.0000,402.7418,203.1866,0.9997,402.9161,236.9834,0.9996,434.3812,203.8498,0.9997,437.2082,237.3815,0.9999
75,377.6159,209.4642,0.9997,381.8833,254.3187,0.9956,412.1040,213.3937,0.9986,422.9770,251.3042,0.9945,440.8748,213.0807,0.9994,453.6332,252.3035,0.9999,353.8507,189.0460,1.0000,340.3103,237.3686,1.0000,403.2790,202.8428,0.9957,402.5142,236.5611,0.9984,434.2132,203.6865,0.9999,436.7381,236.8068,0.9939
76,377.6592,209.4650,0.9997,381.9516,253.9682,0.9945,412.0576,213.1321,0.9993,423.5334,250.6217,0.9951,440.6871,212.3683,0.9999,453.0782,251.6097,0.9961,353.8961,188.9616,1.0000,341.6687,237.2987,0.9999,403.1613,202.5912,0.9973,402.2932,236.2864,0.9992,433.8250,203.2947,0.9977,436.3744,236.0173,0.9986
77,376.5341,208.9233,0.9993,378.2732,252.9578,0.9656,411.6808,213.1658,0.9992,423.7014,250.0548,0.9944,440.7334,212.1187,1.0000,453.1237,251.7157,0.9956,353.3232,188.3586,1.0000,340.3770,236.4052,0.9997,402.7769,202.1068,0.9990,401.6006,235.7187,0.9998,433.8029,203.0901,0.9976,436.7383,235.7793,0.9986
78,376.2778,208.3590,0.9999,376.6591,252.2849,0.9923,411.3151,213.1253,0.9993,424.0213,250.0216,0.9915,440.4810,212.1395,1.0000,453.0582,252.0306,0.9991,352.8685,187.8784,0.9998,340.2215,235.8951,0.9999,402.5571,202.1134,0.9992,400.8560,235.9085,0.9972,433.5753,203.2629,0.9984,436.8583,236.2879,0.9968
79,375.4957,208.2560,0.9999,376.3387,251.9124,0.9946,410.9784,213.5622,0.9963,423.7988,250.0996,0.9933,440.1663,212.3120,0.9988,452.8891,252.0585,0.9993,352.5693,187.8463,0.9991,340.4466,235.5816,0.9999,402.2136,202.4495,0.9984,400.4448,236.1849,0.9983,433.0568,203.4014,0.9995,436.1692,236.1093,0.9980
80,374.9484,208.4354,0.9989,376.0301,251.7750,0.9816,410.2462,214.5742,0.9995,421.1833,250.0724,0.9995,439.2248,213.2932,0.9986,451.5942,252.4285,0.9997,351.8155,187.8009,0.9997,339.5006,234.9325,0.9985,401.0349,203.3795,0.9969,399.2359,236.2823,0.9996,432.7533,204.1239,0.9996,434.9664,235.8904,0.9995
81,375.2588,208.7900,0.9978,376.5074,252.0570,0.9968,410.3390,214.7992,0.9994,421.6744,250.3335,0.9993,439.3255,213.3584,0.9986,451.7618,252.6433,0.9996,351.7552,187.8308,0.9997,339.9014,235.4359,1.0000,401.2606,203.9203,0.9953,399.2460,236.6844,0.9992,432.6283,204.4610,0.9994,434.6737,235.8246,0.9996
82,375.7581,209.0152,0.9992,376.9931,252.4908,0.9943,410.7434,214.7867,0.9984,423.1530,250.1146,0.9969,439.7454,213.3796,0.9984,451.9255,252.9007,0.9992,352.7091,187.6461,0.9999,340.9629,235.2858,0.9999,401.6628,204.1714,0.9990,399.6559,236.9865,0.9998,432.2322,204.4291,0.9995,434.5125,236.2043,0.9986
83,375.8370,209.5336,1.0000,377.6071,252.0723,0.9932,410.3896,215.1059,0.9990,422.5482,250.0225,0.9983,439.1354,213.3133,0.9989,451.4027,252.5800,0.9996,352.3264,187.9173,0.9993,342.2332,235.8960,0.9991,401.2179,204.5694,0.9939,399.2854,237.2166,0.9999,431.8128,204.4917,0.9995,434.0681,236.0575,0.9989
84,376.2462,209.7763,1.0000,379.0013,252.3583,0.9983,410.3364,215.1974,0.9990,422.7241,249.9022,0.9981,438.8084,213.4236,0.9985,451.1983,252.0680,0.9999,352.4763,187.7977,0.9991,344.7148,236.4089,0.9972,400.9083,204.6158,0.9946,399.5220,237.4313,0.9998,431.8863,204.4828,0.9992,433.9571,236.0233,0.9990
85,376.3118,210.6730,0.9997,380.2889,253.3429,0.9899,409.9264,215.8430,0.9997,422.6758,250.1900,0.9983,438.6153,213.8483,0.9999,451.6132,252.3842,0.9997,352.4488,188.2579,0.9994,345.6149,237.1870,0.9988,400.2776,205.3396,0.9991,400.1110,237.8441,0.9996,431.5767,204.7847,0.9982,433.8807,236.1004,0.9989
86,376.0175,211.1196,0.9988,381.1316,254.1140,0.9918,409.4614,216.1315,0.9998,421.4894,250.5632,0.9994,437.9631,214.2383,1.0000,451.0983,252.7368,0.9992,351.7763,188.4147,0.9998,346.3860,238.2592,0.9975,399.5738,205.7120,0.9996,400.0090,238.3792,0.9996,430.6859,205.0970,1.0000,433.3354,236.3837,0.9966
87,376.8788,211.2882,0.9977,381.1436,254.4798,0.9923,409.7754,216.0008,0.9997,421.7725,250.4020,0.9992,438.0438,214.4249,0.9999,451.3283,252.7373,0.9991,351.8248,188.0207,0.9989,346.9284,239.1557,0.9996,399.9158,205.6660,0.9995,400.0381,238.5020,0.9995,430.8241,205.3176,1.0000,433.4160,236.5638,0.9955
88,377.0044,211.4297,0.9966,380.6789,255.0681,0.9940,409.8295,215.8863,0.9997,421.8810,250.8336,0.9988,438.1378,214.5927,0.9999,451.8057,253.5243,0.9949,351.7932,187.5385,0.9996,347.7739,239.0396,0.9864,400.4561,205.5039,0.9990,400.6498,238.4330,0.9990,430.9176,205.4158,1.0000,433.9478,236.7524,0.9950
89,377.8313,211.8269,0.9992,382.7151,256.4500,0.9972,411.2932,215.9580,1.0000,424.2769,251.2914,0.9976,439.5958,214.7957,0.9995,453.6978,254.0456,0.9998,352.1979,188.3772,0.9996,348.7811,240.5014,0.9941,401.8109,205.7872,0.9999,401.4298,238.9686,0.9993,431.6293,205.6742,0.9999,434.8143,237.2792,0.9999
90,378.0897,211.9252,0.9987,382.8667,256.6234,0.9964,411.7268,215.6370,0.9983,424.6545,251.1266,0.9983,439.7801,214.5035,0.9996,454.2181,254.1308,0.9998,352.1634,188.1310,0.9996,349.6861,239.8834,0.9986,402.5019,205.3665,0.9999,402.1357,238.9004,0.9993,431.9080,205.2437,0.9999,435.3410,236.9506,0.9998
91,379.1367,212.5322,0.9997,383.5100,257.1676,0.9918,412.5678,215.8660,0.9999,425.5553,252.0121,0.9993,440.3075,214.9269,0.9988,455.2335,254.6011,0.9993,352.1147,187.9861,0.9980,352.1065,239.1726,0.9983,404.5550,205.3322,0.9973,403.1380,238.9865,0.9991,432.5765,205.6297,0.9998,436.5945,237.4594,0.9991
92,380.9655,212.6160,0.9983,384.4977,256.5088,0.9872,413.1304,215.2072,0.9995,426.7738,252.0828,0.9967,440.6407,214.7417,0.9999,456.0141,254.2763,0.9986,352.1215,187.1937,0.9991,354.8368,238.4019,0.9965,406.1321,205.0565,0.9973,404.3748,238.9586,0.9970,433.4257,205.3520,0.9989,437.3519,237.8992,0.9997
93,379.7395,213.1053,0.9973,384.2546,256.7254,0.9872,412.3594,215.6509,0.9982,427.6547,253.2922,0.9985,440.3315,215.0736,0.9983,456.3103,254.9823,0.9973,352.0873,186.8497,0.9992,355.5089,238.2355,0.9954,406.1739,205.3059,0.9999,404.3681,239.2618,0.9974,433.6141,205.8062,0.9985,437.6997,238.4832,0.9989
94,379.5999,213.2405,0.9963,383.8739,256.4168,0.9919,412.2626,215.7401,1.0000,428.0586,253.8189,0.9947,440.5624,215.1079,0.9996,456.2956,255.3023,0.9969,352.2603,186.7270,0.9988,355.8354,237.7504,0.9948,406.3586,205.3541,0.9998,404.6924,239.3573,1.0000,434.3365,205.8980,0.9999,438.4743,238.7907,0.9976
95,380.4912,213.2071,0.9951,385.3799,254.8501,0.9943,412.7490,215.3515,0.9991,427.8216,253.0583,0.9993,440.5211,214.6810,0.9999,455.6898,254.5562,0.9992,352.5521,186.2619,0.9980,356.2458,237.4255,0.9995,406.9134,205.2059,0.9995,405.2698,239.1049,0.9999,434.2132,205.6436,0.9999,438.0361,238.4686,0.9991
96,380.1259,212.7764,0.9981,383.5424,253.8242,0.9778,412.4515,215.1090,0.9995,426.5685,252.5007,0.9972,440.0333,214.8643,0.9990,454.6851,254.6485,0.9998,352.4804,185.7763,0.9952,356.1482,236.1546,0.9983,406.2127,204.9634,0.9979,404.4758,239.0899,0.9974,433.2292,205.6050,0.9991,436.2432,238.6142,0.9987
97,379.4072,212.6774,0.9984,383.0605,252.4333,0.9982,412.2494,214.5883,0.9999,426.6534,251.9698,0.9970,439.8014,214.8818,0.9993,454.7959,255.1883,0.9996,352.4727,185.0784,0.9978,356.0789,235.2932,0.9999,405.9246,204.3604,0.9996,403.8709,238.5724,0.9990,432.5041,205.3413,0.9997,435.8650,238.4404,0.9995
98,379.0668,212.4028,0.9991,382.3154,251.5789,0.9910,411.8945,214.2223,1.0000,426.0159,251.8781,0.9987,439.5783,214.8385,0.9995,454.1841,255.4144,0.9994,352.5565,184.5765,0.9981,356.6432,234.5914,0.9973,405.5114,203.9974,0.9998,403.6709,238.2684,0.9994,432.6919,205.2965,0.9996,436.0111,238.3792,0.9996
99,379.2006,212.2642,0.9993,382.3085,250.7034,0.9987,412.1297,214.0554,1.0000,426.0669,251.4044,0.9973,439.7198,214.6257,0.9995,453.9154,255.0979,0.9998,352.6683,184.4084,0.9999,356.5838,234.2675,0.9991,406.0472,203.8510,0.9999,403.5774,237.9645,0.9995,432.6652,205.1270,0.9996,436.1483,238.2733,0.9997
100,378.6954,212.1852,0.9993,382.4540,250.3968,0.9992,412.1340,213.9600,1.0000,425.3813,251.1951,0.9987,439.5360,214.4475,0.9997,453.7607,255.0506,0.9999,352.5706,184.0470,0.9981,356.2269,233.8271,0.9996,406.2394,203.6157,0.9999,403.5674,237.8791,0.9995,432.3478,205.0130,0.9965,435.4995,238.1151,0.9998
101,378.5961,211.5039,0.9916,382.6516,249.8452,0.9997,411.9621,213.6054,1.0000,424.3241,250.9694,0.9993,439.2447,214.2473,0.9998,453.3260,255.0499,0.9977,352.6608,183.7457,0.9969,356.6482,233.5352,0.9999,406.3020,203.3416,0.9999,403.2013,237.8800,0.9997,431.7387,204.8118,0.9977,434.9290,238.0771,0.9999
102,378.7502,211.3701,0.9905,382.5472,249.6502,0.9917,411.9092,213.4551,0.9982,423.2812,250.7744,0.9963,438.9146,214.0924,0.9999,452.6922,255.1187,0.9989,352.6861,183.6070,0.9974,357.0425,233.5510,0.9998,406.2776,203.3784,0.9999,403.0365,237.9882,0.9998,431.1155,204.7090,0.9984,434.1390,238.1088,0.9998
103,379.0181,211.4423,0.9996,383.2017,249.7849,0.9997,411.8154,213.3856,0.9985,423.3091,251.0598,0.9959,438.7003,214.1168,0.9999,453.0070,255.3256,0.9979,352.6757,183.6133,0.9974,357.3712,233.7579,0.9997,406.2410,203.5644,0.9999,403.3623,238.3116,0.9996,431.2564,204.9036,0.9975,434.2319,238.3492,0.9995
104,379.3717,211.4892,0.9996,383.4853,249.7355,0.9995,411.6058,213.3358,0.9987,423.1985,251.1134,0.9962,438.3309,214.1156,1.0000,452.7223,255.3830,0.9983,352.4627,183.9099,0.9981,357.1992,234.0114,0.9993,406.0179,203.6624,0.9999,403.2463,238.4811,0.9996,431.1781,204.9644,0.9969,434.0606,238.5041,0.9990
105,379.4032,211.2870,0.9926,383.8898,250.1924,0.9989,411.3569,213.3685,0.9986,423.1672,251.2478,0.9957,438.1002,214.2210,1.0000,452.4927,255.0750,0.9991,352.4372,183.9507,0.9981,357.3044,233.8241,0.9995,405.5854,203.6875,0.9999,402.9802,238.8316,0.9992,430.8569,204.9699,0.9963,433.8309,238.6596,0.9965
106,379.3278,211.3317,0.9920,383.9996,249.9840,0.9989,411.0695,213.3036,0.9965,422.7009,251.0843,0.9977,437.9088,214.3386,1.0000,451.8331,254.8427,0.9997,352.4850,183.8821,0.9978,357.9753,233.5912,0.9996,405.2676,203.7423,0.9999,403.2877,238.7932,0.9991,430.7642,205.0986,1.0000,433.5530,238.7255,0.9973
107,379.2712,211.6438,0.9996,383.7640,250.2320,0.9990,410.9211,213.6354,0.9980,422.7984,251.3531,0.9967,437.9988,214.6891,0.9999,451.8594,254.9678,0.9996,352.8296,183.6909,0.9967,358.5556,233.5537,0.9992,405.2615,203.8514,0.9999,403.5108,238.9242,0.9987,431.0988,205.4376,0.9999,433.6777,238.9604,0.9963
108,379.5979,211.7705,0.9994,383.8485,250.4338,0.9986,411.2791,213.6011,1.0000,423.2825,251.3455,0.9954,438.2625,214.7350,0.9999,452.1117,254.7713,0.9997,353.4681,183.7670,0.9962,359.2202,233.5884,0.9999,405.3284,203.8135,0.9999,403.7836,238.8936,0.9984,431.2833,205.5056,0.9999,433.7789,238.8937,0.9968
109,379.2917,211.7889,0.9996,384.3181,250.6027,0.9974,411.1828,213.5545,0.9972,423.7737,251.5153,0.9921,438.4367,214.6212,0.9999,452.3199,254.7844,0.9996,353.8560,183.8090,0.9955,359.9804,233.3898,0.9999,405.3875,203.7318,0.9999,404.3646,238.9064,0.9967,431.6143,205.4292,0.9999,434.1904,238.9668,0.9977
110,379.2955,212.0818,0.9994,384.1613,250.4126,0.9980,411.2483,213.8161,1.0000,424.1422,251.7180,0.9957,438.6931,214.7412,0.9998,452.7745,254.9422,0.9991,354.0465,184.1311,0.9998,360.2040,233.1359,1.0000,405.5327,203.8579,0.9998,404.8553,239.0420,0.9988,431.9525,205.5195,0.9999,434.5739,239.2292,1.0000
111,378.9576,212.4341,0.9992,383.2060,250.3233,0.9991,411.0530,214.1287,0.9970,423.5294,251.6310,0.9927,438.8419,214.8808,0.9997,453.1738,254.6076,0.9983,354.1502,184.8078,0.9995,360.1501,232.9195,1.0000,405.2496,204.2804,0.9996,405.2041,238.9955,0.9991,432.4798,205.8824,0.9997,434.8278,239.0633,1.0000
112,378.9446,212.6032,0.9988,383.1982,250.5935,0.9984,411.2201,214.1385,0.9999,423.4731,251.6716,0.9927,438.7188,214.7293,0.9998,453.2450,254.4208,0.9980,354.1908,185.0228,0.9992,360.2231,233.2981,1.0000,405.5490,204.3001,0.9996,405.1892,238.9905,0.9990,432.4508,205.8857,0.9997,434.8538,238.8468,0.9980
113,378.8166,212.9159,0.9977,383.6828,250.8567,0.9965,411.2301,214.3760,0.9999,423.2994,251.8587,0.9972,438.5432,214.9053,0.9998,453.5659,254.2317,1.0000,354.2229,185.2815,0.9988,360.0844,233.7591,0.9999,405.7165,204.3777,0.9994,404.8745,239.2442,1.0000,432.2100,206.0974,0.9997,435.2289,238.8961,0.9982
114,378.2297,213.7154,0.9965,383.4418,251.7590,0.9870,410.9478,215.2798,0.9969,423.3922,252.3906,0.9965,438.3071,215.4453,0.9989,453.5927,254.2494,1.0000,354.0730,186.3526,0.9999,359.4898,234.2592,0.9995,405.3329,205.2233,0.9999,404.8493,239.7178,1.0000,432.0599,206.8044,0.9986,435.5536,239.1333,0.9999
115,378.7952,213.7029,0.9998,383.1781,249.7094,0.9991,411.3264,214.5002,0.9999,421.8772,252.0822,0.9998,438.2177,214.6360,0.9999,453.0912,253.7774,0.9957,353.7925,186.5261,0.9998,359.1452,233.3112,1.0000,405.5442,204.9011,0.9951,404.9549,239.1096,1.0000,432.5139,206.3613,0.9994,436.0712,238.6990,0.9987
116,379.3853,213.6961,0.9996,382.6415,249.3655,0.9942,411.5086,214.2213,1.0000,420.9426,252.5724,0.9998,437.9135,214.7916,0.9998,451.4702,254.4577,0.9999,353.3984,185.8705,0.9957,359.1685,234.1657,0.9997,405.9006,204.6102,0.9969,403.8263,239.4914,0.9993,432.6085,206.5048,0.9988,436.2703,239.3729,0.9996
117,378.7868,214.7534,0.9985,382.4590,251.5608,0.9926,411.1401,214.9127,0.9997,421.2145,253.2879,0.9991,438.1071,214.9867,0.9996,451.6998,254.1361,0.9998,353.2472,186.9226,0.9997,358.9430,235.3620,0.9987,405.8399,205.5559,0.9997,404.5107,239.8987,0.9974,432.6667,206.8227,0.9977,436.9854,239.7208,0.9987
118,378.5427,214.7230,0.9939,380.3957,252.6846,0.9979,410.7062,215.2953,0.9986,420.9646,253.5457,0.9980,438.0434,215.0598,0.9995,450.9843,254.3983,0.9999,353.3293,187.3316,0.9993,358.4384,235.2380,0.9993,405.2723,205.8880,0.9992,404.7393,239.6528,1.0000,432.4038,206.6569,0.9979,437.0707,239.8492,0.9980
119,378.4796,214.1741,0.9954,378.2363,252.4090,0.9955,410.4374,214.9495,0.9993,420.4117,252.7286,0.9933,437.8749,214.6495,0.9998,450.6963,253.6937,0.9967,353.6030,186.6027,0.9999,357.6186,234.1622,0.9991,404.9519,205.2216,0.9997,404.0520,239.0123,0.9981,432.3284,205.9706,0.9995,436.8418,239.0646,0.9987
120,378.2110,213.3712,0.9930,378.1081,252.4336,0.9961,410.4417,214.3847,0.9995,420.5912,251.7334,0.9862,438.1775,213.9665,1.0000,450.9466,252.6107,0.9998,353.7102,186.2116,0.9999,357.7155,233.4711,0.9997,404.9948,204.2371,0.9981,403.8602,238.3616,0.9991,432.1869,204.9800,0.9954,436.5020,237.7294,0.9990
121,378.3438,213.4756,0.9918,378.1256,252.5760,0.9961,410.1206,214.6854,0.9996,420.3993,252.1706,0.9929,437.9118,214.3103,0.9999,450.7934,252.7129,0.9996,353.6905,186.4510,0.9999,357.9682,233.2733,0.9997,404.7088,204.6553,0.9943,403.8905,238.6321,0.9989,432.2100,205.4693,0.9998,436.7579,237.9845,0.9984
122,377.0388,214.2049,0.9995,375.6882,250.7060,0.9998,410.0346,215.5766,0.9978,418.5811,252.4498,0.9975,437.4574,215.4203,0.9990,450.3670,253.3401,0.9987,353.9349,186.3985,0.9998,357.6123,232.3853,0.9994,403.5265,205.5404,0.9978,402.0019,238.8823,0.9995,431.2864,207.0048,0.9967,436.3605,239.0490,0.9933
123,378.1456,213.7488,0.9982,381.8525,251.2778,0.9898,410.0174,215.6374,0.9976,420.4590,252.7976,0.9916,437.7797,215.7221,1.0000,450.6913,253.3188,0.9986,353.3002,185.1292,0.9994,363.9493,232.8634,1.0000,403.1791,205.5291,0.9986,404.3241,239.0076,0.9979,431.9117,207.2420,0.9999,437.1778,240.1745,0.9993
124,379.7870,212.0635,0.9998,383.4828,253.7473,0.9967,408.9679,214.1474,1.0000,419.4336,252.5994,0.9988,436.0801,215.0045,0.9995,449.4562,251.8371,0.9981,353.9456,185.1842,0.9994,365.8073,234.4598,0.9966,402.4760,204.5216,0.9973,405.7050,238.7868,0.9994,430.5844,206.0870,0.9963,435.6000,238.7014,0.9957
125,380.0263,211.0109,0.9990,384.0911,254.3805,0.9995,409.4879,213.0428,0.9996,418.3105,251.6972,0.9981,435.9929,213.5274,0.9983,449.4379,249.9234,0.9980,354.8495,184.6663,0.9996,366.8040,235.4964,0.9998,402.5505,203.4289,0.9997,406.3406,237.9478,0.9998,429.8469,204.4061,0.9960,434.8508,236.7548,0.9938
126,380.3181,210.7967,0.9993,385.5450,255.4293,0.9996,409.5225,212.8643,0.9997,417.5042,251.9431,0.9977,435.8885,212.9610,0.9996,449.2325,248.9589,0.9978,355.2571,184.6160,0.9993,367.4377,235.9909,0.9988,402.2051,203.4149,0.9997,406.1536,238.1210,0.9999,428.7545,203.8779,0.9987,433.8569,236.0906,0.9975
