scorer,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker
bodyparts,paw1LH,paw1LH,paw1LH,paw2LF,paw2LF,paw2LF,paw3RF,paw3RF,paw3RF,paw4RH,paw4RH,paw4RH
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,80.4152069091797,79.575012207031,0.999868214130402,297.415191650391,75.48117065429699,0.999781370162964,224.187561035156,126.23596191406301,0.999813258647919,208.119903564453,182.71234130859398,0.999749839305878
1,80.4152069091797,79.575012207031,0.999868214130402,297.415191650391,75.48117065429699,0.999781370162964,224.187561035156,126.23596191406301,0.999813258647919,208.119903564453,182.71234130859398,0.999749839305878
2,80.4152069091797,79.575012207031,0.999868214130402,297.415191650391,75.48117065429699,0.999781370162964,224.187561035156,126.23596191406301,0.999813258647919,208.119903564453,182.71234130859398,0.999749839305878
3,78.4629821777344,80.540939331055,0.99990314245224,295.820251464844,73.389404296875,0.999415099620819,221.014129638672,125.23941040039102,0.999316811561584,213.214065551758,179.52163696289102,0.999904036521912
4,75.7452087402344,81.99475097656199,0.999899387359619,292.603088378906,70.924255371094,0.999773561954498,217.588302612305,123.94717407226602,0.998172998428345,218.440460205078,177.631378173828,0.999732375144958
5,73.7542495727539,81.45397949218699,0.999051809310913,287.000366210937,69.916976928711,0.999851405620575,215.055557250977,122.723388671875,0.996174097061157,219.994537353516,176.11880493164102,0.999493598937988
6,71.5531158447266,82.46012878418,0.999296963214874,283.858062744141,66.74093627929699,0.999896585941315,212.596267700195,122.02252197265602,0.997232913970947,218.959625244141,175.425506591797,0.999984264373779
7,70.4835205078125,83.51150512695301,0.999787628650665,279.455352783203,65.76673889160199,0.999386012554169,211.651184082031,122.685791015625,0.998275518417358,217.509429931641,176.68743896484398,0.999617874622345
8,70.5491333007813,86.94007873535199,0.998733043670654,275.600036621094,63.93704223632801,0.999516844749451,211.263290405273,124.30551147460898,0.997534036636352,215.077743530273,175.721435546875,0.999251663684845
9,73.7045059204102,93.40411376953102,0.999783456325531,271.616333007813,62.835113525390994,0.999993681907654,211.503204345703,127.49743652343699,0.995521724224091,212.78923034668,174.64297485351602,0.999764144420624
10,78.7775573730469,99.66464233398398,0.999347388744354,267.782318115234,62.27177429199199,0.999438762664795,212.444244384766,130.192993164063,0.991950750350952,210.503616333008,174.189575195312,0.99916672706604
11,79.7142562866211,103.491943359375,0.999624013900757,263.948944091797,62.107757568359006,0.999592661857605,220.75830078125,149.42730712890602,0.853332281112671,207.687301635742,171.819580078125,0.997625112533569
12,90.6908416748047,114.03915405273398,0.999817073345184,259.288116455078,63.191802978515994,0.999815821647644,228.143508911133,152.84307861328102,0.901894927024841,202.62158203125,174.11529541015602,0.999907195568085
13,93.6877059936523,118.56228637695301,0.999914169311523,254.628005981445,63.651947021484006,0.998940825462341,236.429000854492,158.675567626953,0.998585879802704,200.294021606445,174.44915771484398,0.999545037746429
14,101.888092041016,122.05236816406199,0.998379349708557,249.96403503418,63.68229675293,0.999385833740234,241.217849731445,161.273895263672,0.999679625034332,196.616012573242,175.38955688476602,0.999944865703583
15,107.138076782227,125.72915649414102,0.998760223388672,247.169830322266,65.354553222656,0.998026311397552,248.937072753906,160.376739501953,0.999705731868744,192.889404296875,174.654327392578,0.999951243400574
16,113.702995300293,129.595947265625,0.999933481216431,243.416198730469,64.423431396484,0.999414563179016,254.5078125,159.794219970703,0.999990820884705,189.806488037109,174.61880493164102,0.999963819980621
