scorer,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker
bodyparts,paw1LH,paw1LH,paw1LH,paw2LF,paw2LF,paw2LF,paw3RF,paw3RF,paw3RF,paw4RH,paw4RH,paw4RH
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,78.7786331176758,123.163352966309,0.999843060970306,307.5029296875,101.975143432617,0.999745845794678,224.189239501953,95.4111099243164,0.999924719333649,201.645263671875,91.4348526000977,0.994386494159698
1,78.7786331176758,123.163352966309,0.999843060970306,307.5029296875,101.975143432617,0.999745845794678,224.189239501953,95.4111099243164,0.999924719333649,201.645263671875,91.4348526000977,0.994386494159698
2,78.7786331176758,123.163352966309,0.999843060970306,307.5029296875,101.975143432617,0.999745845794678,224.189239501953,95.4111099243164,0.999924719333649,201.645263671875,91.4348526000977,0.994386494159698
3,75.2914810180664,121.890815734863,0.999798238277435,305.941253662109,108.664169311523,0.999937891960144,222.699447631836,96.1771011352539,0.999955892562866,211.322723388672,94.8545303344727,0.999930143356323
4,72.4478988647461,122.50008392334,0.998123943805695,301.666839599609,107.949867248535,0.999401390552521,226.196060180664,98.8636322021484,0.997457146644592,212.226211547852,95.1167602539062,0.998479783535004
5,69.3059616088867,123.171508789063,0.999832570552826,297.365020751953,105.941467285156,0.999908149242401,225.97314453125,100.119529724121,0.999181389808655,218.283706665039,96.3365173339844,0.992755174636841
6,67.0225601196289,122.049331665039,0.998607397079468,290.707550048828,104.44554901123,0.99979555606842,225.817153930664,101.036613464355,0.999062776565552,220.471069335938,97.3859558105469,0.99567836523056
7,66.062629699707,120.970672607422,0.998630702495575,286.042724609375,103.0498046875,0.999510765075684,225.948593139648,101.302093505859,0.996812701225281,220.491806030273,98.4607086181641,0.998387932777405
8,65.9926528930664,118.6767578125,0.999880373477936,281.407104492187,102.36319732666,0.999787390232086,225.023818969727,100.623458862305,0.960796236991882,219.118591308594,98.7339248657227,0.9971062541008
9,67.2173614501953,115.504776000977,0.998065114021301,275.748901367187,101.306098937988,0.996514737606049,224.167221069336,99.2176895141602,0.993339419364929,216.175994873047,99.2036285400391,0.999430418014526
10,69.3323440551758,112.024528503418,0.999974131584168,270.617858886719,100.398635864258,0.995874166488647,223.974151611328,97.5823135375977,0.996863007545471,213.495544433594,98.8747100830078,0.998205065727234
11,72.5058746337891,109.176040649414,0.999971389770508,265.344879150391,101.025085449219,0.99976122379303,224.578231811523,96.3907775878906,0.991088449954987,210.105087280273,100.130317687988,0.999595463275909
12,76.9161148071289,106.01717376709,0.999982297420502,260.835571289063,99.7400665283203,0.999517858028412,226.741882324219,94.9110260009766,0.991787135601044,206.175735473633,99.34521484375,0.998835206031799
13,87.9697723388672,98.3461380004883,0.996686577796936,256.971527099609,96.4378204345703,0.998477458953857,230.183898925781,95.651252746582,0.978403925895691,203.662826538086,99.1465377807617,0.999946415424347
14,95.3913650512695,92.4369201660156,0.995429396629334,253.984909057617,95.9928359985352,0.999855875968933,239.629974365234,89.0663681030273,0.984118819236755,199.438201904297,99.1403579711914,0.999808669090271
15,104.144302368164,90.4822692871094,0.99972540140152,252.473876953125,96.3904113769531,0.999943673610687,254.377243041992,83.4525299072266,0.985535860061646,196.943954467773,98.539924621582,0.996573328971863
16,106.58080291748,93.9769592285156,0.999344527721405,250.110870361328,96.4299392700195,0.99987918138504,261.026458740234,83.5391616821289,0.999917268753052,193.090591430664,99.5859451293945,0.999844431877136
