scorer,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker
bodyparts,pupil_top_r,pupil_top_r,pupil_top_r,pupil_right_r,pupil_right_r,pupil_right_r,pupil_bottom_r,pupil_bottom_r,pupil_bottom_r,pupil_left_r,pupil_left_r,pupil_left_r
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,53.97154235839844,40.784889221191406,0.9960957765579224,63.99718475341797,50.4577751159668,0.9989674091339112,54.79580307006836,61.12966537475586,0.9952405691146852,42.37238693237305,51.35541534423828,0.9966671466827391
1,53.97154235839844,40.784889221191406,0.9960957765579224,63.99718475341797,50.4577751159668,0.9989674091339112,54.79580307006836,61.12966537475586,0.9952405691146852,42.37238693237305,51.35541534423828,0.9966671466827391
2,53.97154235839844,40.784889221191406,0.9960957765579224,63.99718475341797,50.4577751159668,0.9989674091339112,54.79580307006836,61.12966537475586,0.9952405691146852,42.37238693237305,51.35541534423828,0.9966671466827391
3,54.68276596069336,41.60288619995117,0.9949338436126708,64.21434020996094,50.4384994506836,0.9966833591461182,55.169212341308594,61.33266067504883,0.9996005296707152,43.41544723510742,50.9648551940918,0.9982364177703856
4,54.53551483154297,41.14390563964844,0.9994727373123168,64.4649429321289,50.50624084472656,0.9997231364250184,55.32289123535156,60.78545379638672,0.99951833486557,44.18290710449219,51.23813247680664,0.999793529510498
5,54.60240936279297,40.99887466430664,0.990708827972412,64.63524627685547,50.4009895324707,0.9996864795684814,55.34312057495117,60.731178283691406,0.9995550513267516,45.22527313232422,51.1302604675293,0.993054986000061
6,54.68455505371094,42.18790817260742,0.997113049030304,64.56678009033203,50.464622497558594,0.9996440410614014,55.74226379394531,60.70357131958008,0.994894564151764,45.87049865722656,51.12019729614258,0.996392786502838
7,55.064231872558594,42.11482238769531,0.9863759875297546,65.19182586669922,50.59760665893555,0.9955094456672668,55.97569274902344,59.82774353027344,0.9998598694801332,45.91477966308594,51.06103897094727,0.995205819606781
