scorer,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker,heatmap_mhcrnn_tracker
bodyparts,pupil_top_r,pupil_top_r,pupil_top_r,pupil_right_r,pupil_right_r,pupil_right_r,pupil_bottom_r,pupil_bottom_r,pupil_bottom_r,pupil_left_r,pupil_left_r,pupil_left_r
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,54.571022033691406,41.45810317993164,0.9965561032295228,64.860107421875,50.83038711547852,0.9956144690513612,55.23371887207031,60.22529602050781,0.9991899132728576,44.74250411987305,51.051788330078125,0.997514545917511
1,54.571022033691406,41.45810317993164,0.9965561032295228,64.860107421875,50.83038711547852,0.9956144690513612,55.23371887207031,60.22529602050781,0.9991899132728576,44.74250411987305,51.051788330078125,0.997514545917511
2,54.571022033691406,41.45810317993164,0.9965561032295228,64.860107421875,50.83038711547852,0.9956144690513612,55.23371887207031,60.22529602050781,0.9991899132728576,44.74250411987305,51.051788330078125,0.997514545917511
3,54.82920455932617,42.28684616088867,0.9965003728866576,65.15473937988281,50.966217041015625,0.9923350214958192,55.40504455566406,60.04542541503906,0.999541163444519,46.1461296081543,51.39268493652344,0.9996894598007202
4,54.83309173583984,41.83404922485352,0.9984111785888672,64.82748413085938,50.85953903198242,0.994732677936554,55.457855224609375,59.98765182495117,0.999474823474884,45.88962173461914,51.25825881958008,0.9998754858970642
5,54.911231994628906,42.093055725097656,0.9977704286575316,65.30254364013672,51.21529769897461,0.999762773513794,55.55573654174805,59.96681594848633,0.9990510940551758,46.18466567993164,51.22832107543945,0.9996981620788574
6,54.99580001831055,42.218379974365234,0.9960533976554872,65.41442108154297,51.341102600097656,0.9997522234916688,55.633399963378906,59.84325408935547,0.9986878037452698,46.70899200439453,51.46402740478516,0.9998473525047302
7,54.9985237121582,42.70133972167969,0.9974713325500488,65.4229507446289,51.2382926940918,0.9997704029083252,55.653465270996094,60.58509826660156,0.998786211013794,46.1134033203125,51.33716583251953,0.9997708201408386
